cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
182713,3-(2-((4-FLUOROPHENOXY)ACETYL)CARBOHYDRAZONOYL)PHENYL 4-METHOXYBENZOATE,650-303-2,769153-98-2,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182714,4-(2-DODECANOYLCARBOHYDRAZONOYL)-2-METHOXYPHENYL 3-PHENYLACRYLATE,650-304-8,769153-99-3,Skin Sens. 1,Notified C&L,38,H317:38
182715,"2-MEO-4-(2-((1-NAPHTHOYLAMINO)AC)CARBOHYDRAZONOYL)PHENYL 2,4-DICHLOROBENZOATE",650-305-3,769154-00-9,Aquatic Chronic 4,Notified C&L,38,H413:38
182716,4-(2-NONANOYLCARBOHYDRAZONOYL)PHENYL 3-METHYLBENZOATE,650-306-9,769154-01-0,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182717,2-(2-(AMINOCARBOTHIOYL)CARBOHYDRAZONOYL)-4-BROMOPHENYL BENZOATE,650-307-4,494758-26-8,Acute Tox. 4;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H302:38
182718,4-(2-(4-BUTOXYBENZOYL)CARBOHYDRAZONOYL)-2-METHOXYPHENYL 3-PHENYLACRYLATE,650-309-5,769154-16-7,Skin Sens. 1,Notified C&L,38,H317:38
182719,4-(2-((2-NITROPHENOXY)ACETYL)CARBOHYDRAZONOYL)PHENYL 3-METHYLBENZOATE,650-310-0,769154-14-5,Aquatic Acute 1,Notified C&L,38,H400:38
182720,1-(2-(2-HYDROXYBENZOYL)CARBOHYDRAZONOYL)-2-NAPHTHYL 4-METHYLBENZOATE,650-311-6,769154-15-6,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H319:38;H315:38;H335:38
182721,4-(2-(3-METHOXYBENZOYL)CARBOHYDRAZONOYL)PHENYL 4-ETHOXYBENZOATE,650-312-1,769154-12-3,Skin Sens. 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H317:38
182722,4-(2-((DECANOYLAMINO)ACETYL)CARBOHYDRAZONOYL)-2-METHOXYPHENYL 2-CHLOROBENZOATE,650-313-7,769154-13-4,Aquatic Chronic 4,Notified C&L,38,H413:38
182723,4-(2-(4-HYDROXYBENZOYL)CARBOHYDRAZONOYL)PHENYL 3-METHYLBENZOATE,650-314-2,769154-10-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H319:38;H315:38;H335:38
182724,4-(2-((2-NITROPHENOXY)ACETYL)CARBOHYDRAZONOYL)PHENYL 4-ETHOXYBENZOATE,650-315-8,769154-11-2,Aquatic Acute 1,Notified C&L,38,H400:38
182725,5-(BENZOYLOXY)-2-(2-(((4-PROPOXYBENZOYL)AMINO)AC)CARBOHYDRAZONOYL)PH BENZOATE,650-316-3,769154-08-7,Aquatic Chronic 4,Notified C&L,38,H413:38
182726,3-(2-(2-FLUOROBENZOYL)CARBOHYDRAZONOYL)PHENYL 4-METHOXYBENZOATE,650-317-9,769154-09-8,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182727,4-BROMO-2-(2-(PHENOXYACETYL)CARBOHYDRAZONOYL)PHENYL BENZOATE,650-318-4,328905-25-5,Skin Sens. 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H317:38
182728,"4-BR-2-(2-(((2-IODOBENZOYL)AMINO)AC)CARBOHYDRAZONOYL)PH 3,4-DIMETHOXYBENZOATE",650-320-5,769154-07-6,Aquatic Chronic 4,Notified C&L,38,H413:38
182729,2-METHOXY-4-(2-((4-METHYLPHENOXY)ACETYL)CARBOHYDRAZONOYL)PHENYL 2-CHLOROBENZOATE,650-321-0,330594-14-4,Skin Sens. 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H317:38
182730,4-(2-((DODECANOYLAMINO)ACETYL)CARBOHYDRAZONOYL)-2-METHOXYPHENYL 2-CHLOROBENZOATE,650-322-6,769154-06-5,Aquatic Chronic 4,Notified C&L,38,H413:38
182731,4-(2-(4-CHLOROBENZOYL)CARBOHYDRAZONOYL)PHENYL 4-ETHOXYBENZOATE,650-323-1,769154-04-3,Skin Sens. 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H317:38
182732,4-(2-((4-FLUOROPHENOXY)ACETYL)CARBOHYDRAZONOYL)PHENYL 4-ETHOXYBENZOATE,650-324-7,769154-05-4,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182733,4-(2-((DECANOYLAMINO)ACETYL)CARBOHYDRAZONOYL)PHENYL 3-METHYLBENZOATE,650-325-2,767335-90-0,Acute Tox. 4;Aquatic Chronic 4,Notified C&L,38,H413:38;H302:38
182734,4-(2-(2-(4-(BENZYLOXY)PHENOXY)PROPANOYL)CARBOHYDRAZONOYL)PHENYL 4-ETHOXYBENZOATE,650-326-8,767335-89-7,Aquatic Chronic 4,Notified C&L,38,H413:38
182735,3-(2-(4-((4-CHLOROBENZYL)OXY)BENZOYL)CARBOHYDRAZONOYL)PHENYL 4-CHLOROBENZOATE,650-327-3,393159-79-0,Aquatic Chronic 4,Notified C&L,38,H413:38
182736,4-BR-2-(2-((1-NAPHTHYLAMINO)(OXO)ACETYL)CARBOHYDRAZONOYL)PHENYL 2-CHLOROBENZOATE,650-328-9,769153-79-9,Aquatic Chronic 4,Notified C&L,38,H413:38
182737,2-(2-(3-(BENZYLOXY)BENZYLIDENE)HYDRAZINO)-N-(1-NAPHTHYL)-2-OXOACETAMIDE,650-329-4,769153-78-8,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182738,"4-(2-(OXO(4-TOLUIDINO)ACETYL)CARBOHYDRAZONOYL)PHENYL 2,4-DICHLOROBENZOATE",650-331-5,769153-27-7,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182739,1-(2-(AMINOCARBOTHIOYL)CARBOHYDRAZONOYL)-2-NAPHTHYL 4-METHOXYBENZOATE,650-332-0,769153-26-6,Skin Sens. 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H317:38
182740,4-BR-2-(2-(4-((4-METHYLBENZYL)OXY)BENZOYL)CARBOHYDRAZONOYL)PH 2-METHYLBENZOATE,650-333-6,769152-64-9,Aquatic Chronic 4,Notified C&L,38,H413:38
182741,2-((4-CHLOROBENZYL)OXY)-N'-(3-((4-CHLOROBENZYL)OXY)BENZYLIDENE)BENZOHYDRAZIDE,650-334-1,769152-63-8,Aquatic Chronic 4,Notified C&L,38,H413:38
182742,4-BR-2-(2-((4-ETHYLANILINO)(OXO)ACETYL)CARBOHYDRAZONOYL)PHENYL 2-CHLOROBENZOATE,650-335-7,769152-62-7,Aquatic Chronic 4,Notified C&L,38,H413:38
182743,"4-(2-((2,5-DICHLOROANILINO)(OXO)ACETYL)CARBOHYDRAZONOYL)PHENYL 2-BROMOBENZOATE",650-336-2,769152-10-5,Aquatic Chronic 4,Notified C&L,38,H413:38
182744,4-BR-2-(2-(4-((4-CHLOROBENZYL)OXY)BENZOYL)CARBOHYDRAZONOYL)PH 3-METHYLBENZOATE,650-337-8,769152-09-2,Aquatic Chronic 4,Notified C&L,38,H413:38
182745,3-(2-(3-METHOXYBENZOYL)CARBOHYDRAZONOYL)PHENYL 4-METHOXYBENZOATE,650-338-3,769154-20-3,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182746,4-(2-(4-ETHOXYBENZOYL)CARBOHYDRAZONOYL)-2-METHOXYPHENYL 2-CHLOROBENZOATE,650-339-9,478648-44-1,Skin Sens. 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H317:38
182747,3-(2-((4-ETHOXYANILINO)(OXO)ACETYL)CARBOHYDRAZONOYL)PHENYL 4-METHOXYBENZOATE,650-340-4,769154-19-0,Skin Sens. 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H317:38
182748,"2-(2-(1,3-BENZODIOXOL-5-YLCARBONYL)CARBOHYDRAZONOYL)-4-BR-PH 4-PROPOXYBENZOATE",650-342-5,769154-18-9,Acute Tox. 4;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H302:38
182749,4-BROMO-2-(2-(2-HYDROXYBENZOYL)CARBOHYDRAZONOYL)PHENYL 4-PROPOXYBENZOATE,650-343-0,767339-06-0,Skin Irrit. 2;Skin Sens. 1;Eye Irrit. 2;STOT SE 3;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H319:38;H315:38;H335:38;H317:38
182750,4-BROMO-2-(2-((1-NAPHTHYLOXY)ACETYL)CARBOHYDRAZONOYL)PHENYL BENZOATE,650-344-6,767339-07-1,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182751,3-(2-((2-METHYLPHENOXY)ACETYL)CARBOHYDRAZONOYL)PHENYL 4-METHOXYBENZOATE,650-345-1,767339-08-2,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182752,4-BROMO-2-(2-((2-NITROPHENOXY)ACETYL)CARBOHYDRAZONOYL)PHENYL BENZOATE,650-346-7,350042-56-7,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182753,1-(2-((DECANOYLAMINO)ACETYL)CARBOHYDRAZONOYL)-2-NAPHTHYL 4-CHLOROBENZOATE,650-347-2,767339-02-6,Aquatic Chronic 4,Notified C&L,38,H413:38
182754,"3-(2-((2,4-DICHLOROPHENOXY)ACETYL)CARBOHYDRAZONOYL)PHENYL 4-METHOXYBENZOATE",650-348-8,767339-03-7,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182755,4-BR-2-(2-((5-ISOPROPYL-2-METHYLPHENOXY)ACETYL)CARBOHYDRAZONOYL)PHENYL BENZOATE,650-349-3,767339-04-8,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182756,4-BR-2-(2-((4-ISOPROPYLPHENOXY)ACETYL)CARBOHYDRAZONOYL)PHENYL 4-PROPOXYBENZOATE,650-350-9,767339-05-9,Aquatic Chronic 4,Notified C&L,38,H413:38
182757,4-(2-((2-ALLYLPHENOXY)ACETYL)CARBOHYDRAZONOYL)PHENYL 3-METHYLBENZOATE,650-351-4,767335-94-4,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182758,4-BROMO-2-(2-(((PHENYLSULFONYL)AMINO)ACETYL)CARBOHYDRAZONOYL)PHENYL BENZOATE,650-353-5,767335-95-5,Acute Tox. 4;Aquatic Chronic 4,Notified C&L,38,H413:38;H302:38
182759,4-BROMO-2-(2-(4-ETHOXYBENZOYL)CARBOHYDRAZONOYL)PHENYL BENZOATE,650-354-0,767335-96-6,Skin Sens. 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H317:38
182760,4-BROMO-2-(2-(3-BROMOBENZOYL)CARBOHYDRAZONOYL)PHENYL BENZOATE,650-355-6,767339-01-5,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182761,2-METHOXY-4-(2-(4-NITROBENZOYL)CARBOHYDRAZONOYL)PHENYL 2-CHLOROBENZOATE,650-356-1,537681-27-9,Skin Sens. 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H317:38
182762,3-(2-(4-(ALLYLOXY)BENZOYL)CARBOHYDRAZONOYL)PHENYL 4-METHOXYBENZOATE,650-357-7,767335-91-1,Skin Sens. 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H317:38
182763,1-(2-((4-ETHOXYANILINO)(OXO)ACETYL)CARBOHYDRAZONOYL)-2-NAPHTHYL 4-METHYLBENZOATE,650-358-2,767335-92-2,Aquatic Chronic 4,Notified C&L,38,H413:38
182764,4-(2-(2-HYDROXYBENZOYL)CARBOHYDRAZONOYL)PHENYL 4-ETHOXYBENZOATE,650-359-8,767335-93-3,Skin Irrit. 2;Skin Sens. 1;Eye Irrit. 2;STOT SE 3;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H319:38;H315:38;H335:38;H317:38
182765,1-(2-(((3-METHYLBENZOYL)AMINO)AC)CARBOHYDRAZONOYL)-2-NAPHTHYL 4-METHOXYBENZOATE,650-360-3,767339-19-5,Aquatic Chronic 4,Notified C&L,38,H413:38
182766,4-(2-(OXO(2-TOLUIDINO)ACETYL)CARBOHYDRAZONOYL)PHENYL 4-METHOXYBENZOATE,650-361-9,767339-18-4,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182767,"4-BROMO-2-(2-(2,4-DIHYDROXYBENZOYL)CARBOHYDRAZONOYL)PHENYL 3-METHYLBENZOATE",650-362-4,767339-21-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H319:38;H315:38;H335:38
182768,3-(2-(((2-CHLOROBENZOYL)AMINO)ACETYL)CARBOHYDRAZONOYL)PHENYL 4-METHOXYBENZOATE,650-364-5,767339-20-8,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182769,4-(2-(((2-IODOBENZOYL)AMINO)ACETYL)CARBOHYDRAZONOYL)PHENYL 2-METHYLBENZOATE,650-365-0,767339-15-1,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182770,4-(2-(((2-IODOBENZOYL)AMINO)AC)CARBOHYDRAZONOYL)PHENYL 2-THIOPHENECARBOXYLATE,650-366-6,767339-14-0,Aquatic Chronic 4,Notified C&L,38,H413:38
182771,4-BROMO-2-(2-(3-TOLUIDINOCARBOTHIOYL)CARBOHYDRAZONOYL)PHENYL 4-METHOXYBENZOATE,650-367-1,767339-17-3,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H319:38;H315:38;H302:38;H335:38
182772,2-MEO-4-(2-((TETRADECANOYLAMINO)ACETYL)CARBOHYDRAZONOYL)PHENYL 4-METHYLBENZOATE,650-368-7,767339-16-2,Aquatic Chronic 4,Notified C&L,38,H413:38
182773,2-MEO-4-(2-(((4-PROPOXYBENZOYL)AMINO)AC)CARBOHYDRAZONOYL)PHENYL 2-CHLOROBENZOATE,650-369-2,767339-11-7,Aquatic Chronic 4,Notified C&L,38,H413:38
182774,2-METHOXY-4-(2-(4-METHOXYBENZOYL)CARBOHYDRAZONOYL)PHENYL 3-PHENYLACRYLATE,650-370-8,767335-88-6,Skin Sens. 1,Notified C&L,38,H317:38
182775,2-MEO-4-(2-(((2-METHYLBENZOYL)AMINO)AC)CARBOHYDRAZONOYL)PHENYL 2-CHLOROBENZOATE,650-371-3,767339-13-9,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182776,2-METHOXY-4-(2-STEAROYLCARBOHYDRAZONOYL)PHENYL 2-CHLOROBENZOATE,650-372-9,767339-12-8,Skin Sens. 1,Notified C&L,38,H317:38
182777,4-(2-(2-PYRAZINYLCARBONYL)CARBOHYDRAZONOYL)PHENYL 4-ETHOXYBENZOATE,650-373-4,767339-10-6,Skin Irrit. 2;Skin Sens. 1;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H315:38;H335:38;H317:38
182778,4-(2-DECANOYLCARBOHYDRAZONOYL)-2-METHOXYPHENYL 2-CHLOROBENZOATE,650-375-5,767339-09-3,Skin Sens. 1;Aquatic Chronic 4,Notified C&L,38,H413:38;H317:38
182779,3-(2-(4-METHYLBENZOYL)CARBOHYDRAZONOYL)PHENYL 4-METHOXYBENZOATE,650-376-0,767335-87-5,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182780,1-(2-BENZOYLCARBOHYDRAZONOYL)-2-NAPHTHYL 4-METHYLBENZOATE,650-377-6,767335-86-4,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38
182781,4-(2-(2-IODOBENZOYL)CARBOHYDRAZONOYL)-2-METHOXYPHENYL 3-PHENYLACRYLATE,650-378-1,767339-37-7,Skin Sens. 1,Notified C&L,38,H317:38
182782,3-(2-(DIPHENOXYACETYL)CARBOHYDRAZONOYL)PHENYL 4-METHOXYBENZOATE,650-379-7,767339-38-8,Acute Tox. 4;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H302:38
182783,4-BROMO-2-(2-((DODECANOYLAMINO)ACETYL)CARBOHYDRAZONOYL)PHENYL 4-PROPOXYBENZOATE,650-380-2,767339-35-5,Aquatic Chronic 4,Notified C&L,38,H413:38
182784,4-BROMO-2-(2-NONANOYLCARBOHYDRAZONOYL)PHENYL BENZOATE,650-381-8,767339-36-6,Skin Sens. 1;Aquatic Chronic 4,Notified C&L,38,H413:38;H317:38
182785,"4-(2-NONANOYLCARBOHYDRAZONOYL)PHENYL 2,4-DICHLOROBENZOATE",650-382-3,767339-42-4,Aquatic Chronic 4,Notified C&L,38,H413:38
182786,2-(2-(((2-CHLOROBENZOYL)AMINO)ACETYL)CARBOHYDRAZONOYL)PHENYL 4-CHLOROBENZOATE,650-383-9,767339-43-5,Acute Tox. 4;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H400:38;H410:38;H302:38
182787,4-BR-2-(2-((3-CL-4-METHYLANILINO)(OXO)AC)CARBOHYDRAZONOYL)PH 4-PROPOXYBENZOATE,650-384-4,767339-39-9,Aquatic Chronic 4,Notified C&L,38,H413:38
