cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
202152,[No public or meaningful name is available],671-601-9,208645-53-8,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1
202153,[No public or meaningful name is available],671-604-5,49713-51-1,,Notified C&L,5,H319:5;H315:5;H335:5
202154,[No public or meaningful name is available],671-602-4,151504-80-2,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1
202155,"9-methyl-6,9-dihydro-1H-purin-6-imine",671-605-0,700-00-5,Acute Tox. 4,Notified C&L,3,H302:2;H319:1;H315:1;H335:1
202156,[No public or meaningful name is available],671-606-6,3710-42-7,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1
202157,"2,3,5,6-Tetrafluoro-4-(trifluoromethyl)benzenethiol",671-607-1,651-84-3,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,2,H319:2;H315:2;H335:1
202158,[No public or meaningful name is available],671-608-7,27064-89-7,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,1,H335:1;H332:1;H312:1;H319:1;H302:1;H315:1
202159,"2-(Allyloxy)-1,1,2,2-tetrafluoroethanesulphonyl fluoride",671-609-2,73606-13-0,Skin Corr. 1B;Eye Irrit. 2;STOT SE 3,Notified C&L,2,H319:2;H314:1;H335:2;H315:1
202160,[No public or meaningful name is available],671-610-8,149697-40-5,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1
202161,[No public or meaningful name is available],671-611-3,1524-54-5,Flam. Liq. 2;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H315:1;H225:1;H335:1
202162,[No public or meaningful name is available],671-612-9,238742-83-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1
202163,1-[3-(Trifluoromethyl)phenyl]-1H-imidazole,671-613-4,25371-97-5,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,2,H319:2;H315:2;H335:2
202164,[No public or meaningful name is available],671-616-0,25371-98-6,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1
202165,"(7E)-7H,8H-Hexacosafluorotetradec-7-ene",671-615-5,51249-67-3,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,2,H319:2;H315:2;H335:2
202166,[No public or meaningful name is available],671-617-6,24120-17-0,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,1,H335:1;H332:1;H312:1;H319:1;H302:1;H315:1
202167,Bis(pentafluorophenyl)dimethylsilane,671-618-1,10536-62-6,Acute Tox. 4;Acute Tox. 4;Skin Corr. 1B;Acute Tox. 4,Notified C&L,2,H302:1;H314:1;H312:1;H332:1;H319:1;H315:1;H335:1
202168,Bis(pentafluorophenyl) carbonate,671-619-7,59483-84-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,2,H319:2;H315:2;H335:2
202169,[No public or meaningful name is available],671-620-2,356-73-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1
202170,[No public or meaningful name is available],671-621-8,116401-64-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1
202171,"Bis(1H,1H-perfluorooctyl)fumarate",671-622-3,24120-18-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,2,H319:2;H315:2;H335:2;H332:1;H312:1;H302:1
202172,[No public or meaningful name is available],671-623-9,68318-95-6,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1
202173,[No public or meaningful name is available],671-624-4,400-41-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1
202174,"2,4-Bis(trifluoromethyl)phenylacetic Acid",671-626-5,177952-39-5,,Notified C&L,7,H319:7;H315:7;H335:6
202175,1-(Bromodifluoromethyl)-4-(difluoromethyl)benzene,671-627-0,2250-36-4,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,2,H319:2;H315:2;H335:2
202176,diethyl (bromodifluoromethyl)phosphonate,671-628-6,65094-22-6,,Notified C&L,8,H319:8;H315:8;H335:3
202177,[No public or meaningful name is available],671-629-1,126828-29-3,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,1,H335:1;H332:1;H312:1;H319:1;H302:1;H315:1
202178,"3-Bromo-1,1,3,3-tetrafluoropropene",671-630-7,460-61-7,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,3,H319:3;H315:3;H335:3
202179,[No public or meaningful name is available],671-631-2,85345-86-4,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1
202180,[No public or meaningful name is available],671-633-3,367-71-5,,Notified C&L,6,H373:5;H332:5;H312:5;H319:6;H302:5;H315:6;H335:1;H311:1;H301:1
202181,[No public or meaningful name is available],671-632-8,13947-94-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1
202182,[No public or meaningful name is available],671-634-9,507453-83-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1
