cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
308103,2-(3-methylpyrrolidin-1-yl)ethan-1-ol,861-450-9,126512-75-2,Skin Corr. 1B,Notified C&L,1,H314:1
308104,3-(3-chlorophenyl)cyclobutan-1-one,861-451-4,152714-08-4,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H302:1;H315:1;H319:1
308105,"3-{[4-(aminomethyl)phenyl]methyl}-5,5-dimethylimidazolidine-2,4-dione hydrochloride",861-453-5,164648-33-3,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H302:1;H315:1;H319:1
308106,2-fluoro-5-iodophenol,861-454-0,186589-89-9,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H302:1;H315:1;H319:1
308107,2-{[(tert-butoxy)carbonyl]amino}-3-(pyrazin-2-yl)propanoic acid,861-455-6,209527-06-0,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H302:1;H315:1;H319:1
308108,1-ethynyl-4-(methoxymethyl)benzene,861-456-1,313947-36-3,Flam. Liq. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H227:1;H335:1
308109,tert-butyl 4-cyano-3-oxopiperidine-1-carboxylate,861-457-7,398491-58-2,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;Acute Tox. 4;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H312:1;H335:1;H332:1
308110,2-methoxy-5-(tributylstannyl)pyrazine,861-801-6,619331-63-4,Acute Tox. 3;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT RE 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,1,H315:1;H319:1;H372:1;H410:1;H312:1;H301:1;H400:1
308111,"3-(2-bromophenyl)-5-methyl-1,2,4-oxadiazole",861-458-2,859851-04-0,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H302:1;H315:1;H319:1
308112,"2-amino-N-[(2-chlorophenyl)methyl]-4,5-dimethylbenzene-1-sulfonamide",861-459-8,1036616-28-0,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H302:1;H315:1;H319:1
308113,"6-amino-N-[(2-chlorophenyl)methyl]-2,3-dimethylbenzene-1-sulfonamide",861-460-3,1094926-72-3,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H302:1;H315:1;H319:1
308114,1-(2-methylphenyl)cyclopropan-1-amine hydrochloride,861-461-9,1134701-31-7,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H302:1;H315:1;H319:1
308115,2-amino-N-[(2-chlorophenyl)methyl]-6-methylbenzene-1-sulfonamide,861-462-4,1155119-72-4,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H302:1;H315:1;H319:1
308116,"7-(2,4-dichlorophenyl)pyrazolo[1,5-a]pyrimidine-2-carboxylic acid",861-464-5,1245823-13-5,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H302:1;H315:1;H319:1
