cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
283259,4-methyl-2-(piperazin-1-yl)-6-(trifluoromethyl)pyrimidine hydrochloride,838-265-7,1431966-63-0,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1;H302:1
283260,2-[3-(trifluoromethyl)-1H-pyrazol-1-yl]ethan-1-amine hydrochloride,838-266-2,1432034-83-7,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1;H302:1
283261,"2-amino-4-methyl-1,3-thiazole-5-carbonitrile hydrochloride",838-267-8,1443981-79-0,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;Acute Tox. 4;STOT SE 3,Notified C&L,1,H319:1;H315:1;H302:1;H312:1;H335:1;H332:1
283262,6-methyl-5-oxa-8-azaspiro[3.5]nonane,838-268-3,1482133-58-3,Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,1,H315:1;H335:1;H318:1
283263,"(1,1-dioxothiolan-2-yl)methanol",838-269-9,1785360-85-1,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1;H302:1
283264,3-(1-methylpiperidin-2-yl)propanoic acid hydrochloride,838-270-4,1795486-34-8,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1
283265,3-(trifluoromethyl)-7-oxabicyclo[2.2.1]heptane-2-carboxylic acid,838-272-5,1797367-92-0,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1;H302:1
283266,tert-butyl 4-(azetidin-3-yl)piperazine-1-carboxylate dihydrochloride,838-273-0,1803566-76-8,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,2,H319:2;H315:2;H335:2;H302:2
283267,"5-methyl-2,3-dihydro-1H-indole hydrochloride",838-274-6,1803594-95-7,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1;H302:1
283268,2-chloro-3-(methylsulfanyl)benzoic acid,838-275-1,1805648-85-4,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H319:1;H315:1;H335:1
