cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
122418,Homochlorcyclizine,212-699-1,848-53-3,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H319:38;H400:38;H302:38;H335:38;H315:38;H410:38
122420,1-methoxy-5-methylphenazinium methyl sulphate,265-579-6,65162-13-2,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Carc. 2,Notified C&L,42,H351:41;H319:42;H315:42;H302:40;H335:2
122422,"Reaction products of: trimethylhexamethylene diamine (a mixture of 2,2,4-trimethyl-1,6-hexanediamine and 2,4,4-trimethyl-1,6-hexanediamine, EINECS listed), Epoxide 8 (mono[(C",410-880-1,,Acute Tox. 4;Skin Corr. 1B;Aquatic Acute 1;Aquatic Chronic 1,Harmonised C&L,0,H410:0;H400:0;H314:0;H302:0
122426,Sodium N-(6-chloropyrazinyl)sulphanilamidate,245-571-9,23307-72-4,Not Classified,Notified C&L,1,Not classified:1
122433,cis-hex-3-en-1-ol,213-192-8,928-96-1,Flam. Liq. 3;Eye Irrit. 2,REACH registration C&L,2059,H226:2044;H319:1665;H228:8;Not classified:6;H315:2;H412:1;H332:1;H335:1
122435,Allyl pentabromophenyl ether,222-610-8,3555-11-1,Aquatic Chronic 4,Notified C&L,38,H413:38
122437,2-ethyl-2-hydroxybutyronitrile,252-037-9,34451-66-6,Acute Tox. 3;Acute Tox. 3;Eye Dam. 1;Acute Tox. 3;Aquatic Chronic 1,Notified C&L,1,H331:1;H301:1;H410:1;H311:1;H318:1
122440,Dipentyl tartrate,243-724-4,20309-48-2,Eye Irrit. 2,Notified C&L,22,H319:22
122442,2-butenoic anhydride,210-807-1,623-68-7,Skin Irrit. 2;Eye Dam. 1;STOT SE 3,REACH registration C&L,75,H335:74;H315:74;H318:75;H400:47;H314:1;H290:1
122444,"Benzamide, N-(5-bromo-3-methyl-2-pyridinyl)-N-methyl-",610-202-6,446299-80-5,Not Classified,Notified C&L,1,Not classified:1
122447,Chrysanthemoyl chloride,238-229-5,14297-81-5,Acute Tox. 3;Skin Corr. 1B,Notified C&L,1,H314:1;H301:1
122448,"α,α-dichlorotoluene;benzylidene chloride;benzal chloride",202-709-2,98-87-3,Acute Tox. 4;Skin Irrit. 2;Eye Dam. 1;Acute Tox. 3;STOT SE 3;Carc. 2,Harmonised C&L,0,H331:0;H302:0;H335:0;H315:0;H351:0;H318:0
122450,"2,6-dimethylbenzothiazole",220-930-2,2941-71-1,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H319:1;H315:1
122454,Chlorocyclopropane,230-988-0,7393-45-5,Acute Tox. 3;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,38,H319:38;H332:38;H312:38;H315:38;H301:38;H335:38
122457,Sodium naphthalide,222-460-3,3481-12-7,Flam. Sol. 1;Aquatic Chronic 1,Notified C&L,2,H228:2;H410:2
122461,2-amino-4'-chlorobenzophenone,220-770-3,2894-51-1,Skin Sens. 1;Aquatic Acute 1,Notified C&L,39,H400:38;H317:38;H319:1;H315:1
122463,acetophenone,202-708-7,98-86-2,Acute Tox. 4;Eye Irrit. 2,Harmonised C&L,0,H319:0;H302:0
122467,"2-methyl-1,3-dithiolane",227-038-2,5616-51-3,Not Classified,Notified C&L,89,Not classified:88;H226:1;H302:1
122468,Amersette,618-018-8,87435-35-6,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H319:1;H315:1
122471,Oxetacaine,204-780-5,126-27-2,Acute Tox. 4,Notified C&L,39,H302:39
122475,trans-hex-3-en-1-ol,213-193-3,928-97-2,Flam. Liq. 3,Notified C&L,1448,H226:1448;H319:43
122479,Hexan-2-ol,210-971-4,626-93-7,Flam. Liq. 3;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,160,H226:160;H319:152;H315:150;H335:150;H302:9
122482,Copper distearate,211-540-3,660-60-6,Not Classified,Notified C&L,3,Not classified:2;H410:1;H302:1
122483,"4-allyl-2,α-dimethoxyphenetole",269-268-6,68213-85-4,Not Classified,Notified C&L,88,Not classified:88
122492,"Iris pallida, ext.",289-955-4,90045-90-2,Flam. Liq. 3,Notified C&L,1439,H226:1286;Not classified:153
122494,N-propylpiperazinium dibromide,264-759-1,64262-23-3,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,44,H319:44;H335:43;H315:44
122495,"(S)-N,N'-bis[2-hydroxy-1-(hydroxymethyl)ethyl]-5-[(2-hydroxy-1-oxopropyl)amino]-2,4,6-triiodoisophthaldiamide",262-093-6,60166-93-0,,Notified C&L,2,Not classified:2
122497,"Benzenesulfonic acid, 4-amino-, diazotized, coupled with diazotized 4-nitrobenzenamine and resorcinol",290-690-1,90218-17-0,Eye Irrit. 2,REACH registration C&L,8,H319:5;Not classified:3
122504,3-(indol-3-yl)propionic acid,212-600-1,830-96-6,,Notified C&L,11,H319:9;H335:8;H315:9;Not classified:2;H302:2
122508,"Alkenes, C15-18 α-, sulfurized",267-023-8,67762-55-4,Aquatic Chronic 4,REACH registration C&L,27,H413:26;Not classified:1
122509,4-nitrophenyl phenyl ether,210-656-1,620-88-2,Eye Irrit. 2,Notified C&L,40,H319:39;H401:1;H411:1;H320:1
122513,urethane (INN);ethyl carbamate,200-123-1,51-79-6,Carc. 1B,Harmonised C&L,0,H350:0
122514,"N,N'-diphenylbenzamidine",219-872-0,2556-46-9,Acute Tox. 4;Aquatic Chronic 4,Notified C&L,38,H413:38;H302:38
122515,2-thiazolidinylidenecyanamide,427-720-1,26364-65-8,Acute Tox. 4;STOT RE 2;Aquatic Chronic 3,Harmonised C&L,0,H412:0;H373:0;H302:0
122517,"Distillates (petroleum), thermal cracked naphtha and gas oil;Low boiling point thermally cracked naphtha;[A complex combination of hydrocarbons produced by distillation of thermally cracked naphtha and/or gas oil. It consists predominantly of olefinic hydrocarbons having a carbon number of C",271-631-9,68603-00-9,Asp. Tox. 1;Muta. 1B;Carc. 1B,Harmonised C&L,0,H304:0;H340:0;H350:0
122519,C.I. Direct Blue 293,604-273-2,142106-29-4,Not Classified,Notified C&L,4,Not classified:4
122521,Metronidazole,207-136-1,443-48-1,Muta. 2;Carc. 1B;Aquatic Chronic 3,REACH registration C&L,171,H341:92;H350:85;H412:15;H373:103;H351:58;H312:30;H332:31;H302:28;Not classified:3;H402:2;H360:1;H315:3;H318:3;H340:1;H361:2;H411:1;H301:1;H311:1
122526,"7-aminonaphthalene-1,3,6-trisulphonic acid",204-229-9,118-03-6,Skin Irrit. 2;Eye Irrit. 2,REACH registration C&L,18,H319:4;H315:4;H314:10;H351:4;H411:4
122527,Methanedisulphonyl dichloride,227-350-9,5799-68-8,Met. Corr. 1;Skin Corr. 1B;Eye Dam. 1,Notified C&L,2,H314:2;H290:1;H318:1
