cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
311262,1-(4-bromophenyl)-1H-imidazole-5-carboxylic acid,864-290-8,1423706-23-3,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H319:1;H302:1;H315:1
311263,4-(1H-indol-1-yl)aniline hydrochloride,864-291-3,1431963-41-5,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H319:1;H302:1;H315:1
311264,tert-butyl N-[2-(2-chloroethoxy)ethyl]carbamate,864-292-9,1517445-69-0,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H319:1;H302:1;H315:1
311265,3-amino-4-hydroxy-2-methylbenzoic acid,864-293-4,1785033-66-0,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H319:1;H302:1;H315:1
311266,6-hydrazinylpyrimidine-4-carbonitrile,864-295-5,1858358-56-1,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;Acute Tox. 4;STOT SE 3,Notified C&L,1,H335:1;H315:1;H319:1;H302:1;H332:1;H312:1
311267,methyl 2-amino-5-bromo-6-(trifluoromethyl)pyridine-3-carboxylate,864-296-0,2225146-15-4,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H319:1;H302:1;H315:1
311268,3-(2-fluoropropan-2-yl)azetidine hydrochloride,864-297-6,2377035-95-3,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H319:1;H302:1;H315:1
311278,"3-amino-7-chloro-1-hydroxy-1,2,3,4-tetrahydroquinolin-2-one hydrochloride",953-653-7,,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H319:1;H302:1;H315:1
311279,"rac-tert-butyl (4R,5R)-4-(hydroxymethyl)-2,2,5-trimethyl-1,3-oxazolidine-3-carboxylate",953-654-2,,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H319:1;H315:1
311280,methyl 3-(cyclohexyloxy)-2-(methylamino)propanoate hydrochloride,953-655-8,,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H319:1;H315:1
311281,"3-amino-7-bromo-1-hydroxy-1,2,3,4-tetrahydroquinolin-2-one hydrochloride",864-299-7,82420-42-6,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H319:1;H302:1;H315:1
311282,N-[(3S)-2-oxopyrrolidin-3-yl]formamide,864-300-0,146679-04-1,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H319:1;H315:1
311283,"1-(4-methyl-4H-1,2,4-triazol-3-yl)ethan-1-ol",864-301-6,149762-18-5,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H335:1;H319:1;H302:1;H315:1
