cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
78997,"Cassie, ext.",289-655-3,89958-31-6,Skin Sens. 1;Aquatic Chronic 2,Notified C&L,1396,H411:1287;H317:1396;H318:60;H315:108;H319:7;H412:1
78998,Pimelonitrile,211-469-8,646-20-8,Acute Tox. 3;Acute Tox. 4;Acute Tox. 4,Notified C&L,39,H332:38;H312:38;H301:39;H319:1;H315:1
78999,"Naphthalenesulfonic acid, dibutyl-, Me derivs., sodium salts",272-717-9,68909-84-2,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2,Notified C&L,90,H302:90;H319:90;H315:90
79004,Indazole,205-978-4,271-44-3,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,3,H319:2;H335:2;H315:2;Not classified:1
79008,3-bromo-4-fluorobenzonitrile,279-200-7,79630-23-2,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,47,H319:46;H335:45;H312:45;H302:45;H332:45;H315:46;H311:2;H331:2;H301:2
79009,"1-(1,1-dimethylethoxy)-2-methylpropane",251-347-1,33021-02-2,Flam. Liq. 2;Skin Irrit. 2;Eye Dam. 1;Aquatic Chronic 2,Notified C&L,85,H318:84;H411:84;H315:85;H225:85;H319:1;H335:1;H412:1
79010,"β-Alanine, N-(2-carboxyethyl)-, N-tallow alkyl derivs., disodium salts",263-190-6,61791-56-8,Skin Irrit. 2;Eye Dam. 1,Notified C&L,478,H318:441;H315:445;Not classified:33;H319:4
79013,3-methylisothiazol-5-ylamine hydrochloride,257-997-2,52547-00-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,2,H319:2;H335:2;H315:2
79014,Octyl (R)-2-(4-chloro-2-methylphenoxy)propionate,266-358-7,66423-13-0,Acute Tox. 4;Skin Sens. 1B,REACH registration C&L,5,H302:5;H317:4;H411:1;H318:1;H410:3;H400:3
79018,"Benzenesulfonamide, N-[2-(3,4-dihydro-4-oxo-2-quinazolinyl)phenyl]-4-methyl-",608-785-7,32787-68-1,Not Classified,Notified C&L,1,Not classified:1
79021,butan-2-ol,201-158-5,78-92-2,Flam. Liq. 3;Eye Irrit. 2;STOT SE 3;STOT SE 3,Harmonised C&L,0,H319:0;H226:0;H335:0;H336:0
79025,"(5α,6α)-17-(cyclobutylmethyl)-4,5-epoxymorphinan-3,6,14-triol hydrochloride",245-549-9,23277-43-2,Acute Tox. 4;Eye Dam. 1;STOT SE 3;Lact.,REACH registration C&L,59,H302:21;H362:3;H318:3;H336:4;H300:38;H310:38;H330:38;H317:16;H312:16;H334:16;H332:18
79027,"2-ethyl-4-(2,2,3-trimethyl-3-cyclopenten-1-yl)-2-butenal",265-455-1,65114-02-5,Not Classified,Notified C&L,1,Not classified:1
79028,"2,2-dimethyl-3-oxopropyl dodecanoate",468-880-2,102985-93-3,Aquatic Chronic 3,REACH registration C&L,49,H412:3;Not classified:46
79030,4-chlorophenylacetyl chloride,246-571-1,25026-34-0,Acute Tox. 4;Skin Corr. 1B;Skin Sens. 1,Notified C&L,46,H302:45;H317:41;H314:46;H290:1;H318:1
79041,Diheptyl succinate,239-996-9,15872-89-6,Not Classified,REACH registration C&L,2,Not classified:2
79044,"methyl (2,3-dichlorophenoxy)acetate",606-285-3,1928-56-9,Acute Tox. 4,REACH registration C&L,91,H302:91
79047,3-methyl-2-phenyl-8-(1-propenyl)-4-benzopyrone,222-424-7,3468-00-6,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H335:1;H315:1
79048,"4-Acetoxy-3,5-dimethoxybenzaldehyde",611-030-4,53669-33-3,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H335:38;H315:38
79049,5-bromo-2-pyridylamine,214-019-9,1072-97-5,Acute Tox. 3;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,139,H319:138;H335:137;H315:138;H301:130;H312:4;H302:4;H332:4;H311:1;H331:1
79050,3-(m-hydroxyphenyl)propionic acid,210-692-8,621-54-5,,Notified C&L,6,H319:6;H335:6;H315:6
79052,"Benzenesulfonic acid, mono-C9-17-branched alkyl derivs., compds. with 2-propanamine",272-018-9,68649-00-3,Not Classified,Notified C&L,234,Not classified:179;H302:55;H319:34;H411:54;H315:35;H335:20;H318:21;H314:20
79055,"4-hydroxy-2-quinolone, monosodium salt",224-828-9,4510-76-3,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,38,H319:38;H335:38;H312:38;H302:38;H332:38;H315:38
79057,Zirconium(4+) acetate,224-179-1,4229-34-9,Aquatic Chronic 4,Notified C&L,4,H413:2;H319:2;H315:2
79058,"(3R,4S,5S,6R,7R,9R,10E,11S,12R,13S,14R)-6-{[(2S,3R,4S,6R)-4-(Dimethylamino)-3-hydroxy-6-methyltetrahydro-2H-pyran-2-yl]oxy}-14-ethyl-7,12,13-trihydroxy-10-(hydroxyimino)-4-{[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-3,5,7,9,11,13-hexamethyloxacyclotetradecan-2-one hydrochloride",607-864-3,26116-57-4,Skin Sens. 1,Notified C&L,2,H317:2;H334:1
79059,Trilithium hexafluoroaluminate,237-509-4,13821-20-0,Acute Tox. 4;Acute Tox. 3;Lact.;STOT RE 1;Aquatic Chronic 3,REACH registration C&L,3,H372:2;H412:2;H362:2;H331:2;H302:3;H332:1;H373:1
79062,"4'-Ethyl-2,3-difluorbiphenyl",929-069-3,,Not Classified,REACH registration C&L,2,Not classified:2
79063,Tetrahydro-2-furancarboxylic acid,605-530-1,16874-33-2,Met. Corr. 1;Acute Tox. 4;Skin Corr. 1B;Eye Dam. 1,REACH registration C&L,125,H302:118;H290:3;H318:5;H314:125;Not classified:2;H332:1;H312:1
79064,"Bis(1,3-dimethylbutyl) 2-butenedioate",267-946-6,67953-19-9,Not Classified,REACH registration C&L,16,Not classified:16
79066,Triphenylsilanol,212-339-3,791-31-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,72,H319:46;H335:44;H315:46;Not classified:26
79067,"1H-Imidazole-1-ethanol, 4,5-dihydro, 2-(C11-17 and C17 unsatd. alkyl) derivs.",930-778-5,1334421-89-4,Acute Tox. 4;Skin Corr. 1C;Eye Dam. 1;Aquatic Acute 1;Aquatic Chronic 1,REACH registration C&L,87,H318:87;H400:87;H302:87;H410:87;H314:87
79070,Methyl oct-2-ynoate,203-836-6,111-12-6,Skin Sens. 1A;Aquatic Acute 1;Aquatic Chronic 3,REACH registration C&L,1757,H412:42;H317:1711;H400:43;H302:1715;H315:46;H410:38;H319:6;H335:4;H336:1;H411:1
79071,(butylamino)acetonitrile,221-132-7,3010-04-6,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,38,H319:38;H335:38;H312:38;H302:38;H332:38;H315:38
79074,"1-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-2-buten-1-one",245-833-2,23696-85-7,Skin Irrit. 2;Skin Sens. 1A;Aquatic Chronic 2,Notified C&L,1940,H317:1938;H411:1936;H315:1354;H225:2;H302:1;H412:1
79075,Tetrasodium N-(3-carboxylato-1-oxo-2-sulphonatopropyl)-N-octadecyl-L-aspartate,222-273-7,3401-73-8,Eye Irrit. 2;Aquatic Chronic 4,Notified C&L,75,H319:38;H413:38;H411:37
79077,"Lycium barbarum, ext.",285-375-0,85085-46-7,Not Classified,Notified C&L,1,Not classified:1
79079,Iproniazid phosphate,206-164-1,305-33-9,Acute Tox. 3;Acute Tox. 3;Acute Tox. 3,Notified C&L,39,H311:38;H331:38;H301:38;H302:1
79082,4-bromo-2-nitrophenol,231-707-4,7693-52-9,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,44,H319:44;H335:43;H302:39;H332:39;H315:44;H341:1
79085,Acetanilide,203-150-7,103-84-4,Acute Tox. 4,Notified C&L,1619,H302:1617;H319:45;H335:44;H315:52;Not classified:12;H311:8;H331:8;H400:8;H332:9;H312:1
79086,"(15α)-3-Methoxy-17-oxoandrosta-3,5-dien-15-yl acetate",604-156-6,139667-09-7,Skin Sens. 1B;STOT RE 2;STOT RE 2;Aquatic Acute 2;Aquatic Chronic 2,REACH registration C&L,2,H401:2;H373:2;H411:2;H317:2
79089,hydrocarbon resin,618-501-3,9017-27-0,Not Classified,Notified C&L,94,Not classified:93;H319:1;H335:1;H315:1
79090,"2-Propenoic acid, polymer with sodium phosphinate",615-245-4,71050-62-9,Met. Corr. 1;Skin Corr. 1B,Notified C&L,181,H290:102;H314:84;Not classified:79;H412:17
79091,"Sodium 4-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]-3-hydroxynaphthalene-1-sulphonate",222-811-0,3618-63-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,50,H319:39;H335:38;H315:39;Not classified:10;H332:1
79092,N-ethylformamide,211-001-2,627-45-2,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H319:1;H315:1
79093,1-(3-methoxyphenyl)piperazine dihydrochloride,230-189-7,6968-76-9,,Notified C&L,5,H319:5;H335:5;H315:5
79095,Fluoren-9-one hydrazone,237-116-8,13629-22-6,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,43,H319:43;H335:43;H315:43
79099,"Naphthenic acids, compds. with triethanolamine",270-084-3,68410-61-7,,Notified C&L,34,Not classified:33;H319:1;H315:1
79101,"1H-Inden-1-one, 2,3-dihydro-2,6-dimethyl-",619-799-8,66309-83-9,Skin Corr. 1C;Eye Dam. 1;Aquatic Chronic 3,Notified C&L,129,H412:129;H318:116;H314:129
79105,Ethyl 2-cyanocinnamate,217-972-9,2025-40-3,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4,Notified C&L,1,H319:1;H312:1;H302:1;H332:1;H315:1
79109,C11 Ketones,615-495-4,71808-49-6,STOT SE 3;Aquatic Chronic 2,Notified C&L,154,H411:90;H336:90;Not classified:44;H319:20;H315:20;H335:2
79112,"2,6-dichlorophenol",201-761-3,87-65-0,Skin Corr. 1B,Notified C&L,55,H314:49;H312:6;H411:8;H319:5;H315:5;Not classified:3;H318:2;H311:2
79113,Trimethylsulphonium tetrafluoroborate(1-),211-632-3,676-88-0,Skin Corr. 1B,Notified C&L,42,H314:42
79114,Pterostilbene,611-041-4,537-42-8,Eye Dam. 1;Aquatic Chronic 2,Notified C&L,39,H411:39;H318:39
79115,3-ethyl-6-methylpyridin-2-amine,255-614-3,41995-31-7,,Notified C&L,5,H319:4;H312:4;H302:5;H332:4;H315:5;H318:1;H335:1
79119,2-hydroxy-6-methylpyridine-3-carboxylic acid,253-784-3,38116-61-9,Eye Irrit. 2,Notified C&L,42,H319:41;Not classified:1;H335:2;H315:3
79120,3-methyl-2-naphthol,241-346-4,17324-04-8,,Notified C&L,1,H302:1;H319:1;H335:1;H315:1
79125,"1,4-dihydro-5,7-dinitrobenzofurazan-4-ol 3-oxide, potassium salt",249-543-7,29267-75-2,Unst. Expl.,REACH registration C&L,4,H200:2;H302:2;H319:2;H201:2;H315:2
79127,"Estra-5(10),9(11)-dien-3-one, 17-(acetyloxy)-17-(1-oxopropyl)-, cyclic 3-(1,2-ethanediyl acetal), (17b)-",604-899-6,153363-57-6,Repr. 1B;STOT RE 2;Aquatic Chronic 2,Notified C&L,1,H360:1;H411:1;H373:1
79134,2-octylthiophene,212-913-3,880-36-4,Not Classified,Notified C&L,1,Not classified:1
