cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
208385,"N,N-Dimethylglycine Methyl Ester",678-389-7,7148-06-3,,Notified C&L,5,H335:4;H315:5;H226:5;H319:5
208386,"[1,1'-Biphenyl]-4,4'-diamine, 3,3'-diethyl-, hydrochloride (1:?)",678-390-2,76787-89-8,Acute Tox. 4;Acute Tox. 4;Acute Tox. 4,Notified C&L,1,H302:1;H312:1;H332:1
208388,N-(2-Diethylaminoethyl)-1-naphthylamine Oxalate,678-391-8,29473-53-8,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4,Notified C&L,1,H312:1;H315:1;H332:1;H319:1;H302:1
208389,Diethylstilbestrol,678-392-3,6898-97-1,Skin Irrit. 2;Eye Irrit. 2;Carc. 1A;Aquatic Chronic 2,Notified C&L,1,H411:1;H350:1;H315:1;H319:1
208390,"N,N-Diethyl-N'-oleoylethylenediamine",678-393-9,13282-67-2,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1
208391,"2,4-Diamino-6-diethylamino-1,3,5-triazine",678-394-4,2073-31-6,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1
208392,Nitranilic Acid Hexahydrate,678-396-5,479-22-1,Self-react. C;Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H242:1;H319:1
208393,Diisobutylamine Hydrochloride,678-397-0,18251-82-6,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1
208394,Dimethylglyoxime Disodium Salt Octahydrate,678-398-6,75006-64-3,Not Classified,Notified C&L,4,Not classified:2;H315:2;H319:2
208395,"2-(2,4-Dinitrophenylthio)benzothiazole",678-399-1,17586-89-9,Flam. Sol. 2,Notified C&L,1,H228:1
208396,"2,2-Dimethyl-1,3-dichloropropane",678-400-5,29559-55-5,Flam. Liq. 3;Aquatic Chronic 2,Notified C&L,84,H411:83;H226:84
208398,"1,4-Diphenylsemicarbazide",678-402-6,621-12-5,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1
208399,"meso-alpha,beta-Di(4-pyridyl) Glycol",678-404-7,4972-49-0,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1
208400,Dipropylamine Hydrochloride,678-405-2,5326-84-1,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1
208401,Dixylyl Sulfone,678-406-8,27043-27-2,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1
208402,"1,1,4-Trimethylcyclohexane",678-407-3,7094-27-1,Flam. Liq. 3,Notified C&L,43,H226:38;H225:5
208403,"5-METHYL-BENZENE-1,2,3-TRIOL",678-408-9,609-25-6,Skin Sens. 1;Eye Irrit. 2,Notified C&L,39,H317:38;H319:39;H315:1
208404,"Silane, trichlorotetradecyl-",678-409-4,18402-22-7,,Notified C&L,6,H314:6;H318:2;H290:1;H302:1;H226:1
208405,"N,N,N',N'-Tetramethyl-1,2-diaminopropane",678-411-5,1822-45-3,Flam. Liq. 2;Skin Corr. 1B;Eye Dam. 1,Notified C&L,1,H318:1;H225:1;H314:1
208406,"N,N,N',N'-Tetramethyl-2,2-dimethyl-1,3-propanediamine",678-412-0,53369-79-2,Flam. Liq. 3;Skin Corr. 1B;Eye Dam. 1,Notified C&L,1,H318:1;H314:1;H226:1
208407,"1,1,3,3-Tetrabromoacetone",678-413-6,22612-89-1,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4,Notified C&L,1,H312:1;H315:1;H332:1;H319:1;H302:1
208408,4-Propylbenzenesulfonyl Chloride,678-414-1,146949-07-7,,Notified C&L,5,H314:5;H318:1;H290:1
208409,5-Phenoxyvaleric Acid,678-415-7,7170-40-3,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1
208410,N-Phenylsuccinimide,678-416-2,83-25-0,Acute Tox. 4;Acute Tox. 4;Acute Tox. 4;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,4,H312:3;H400:3;H332:3;H410:3;H302:3;H315:1;H319:1
208411,Ethyl Perfluoroamyl Ketone,678-417-8,383177-55-7,Flam. Liq. 3,Notified C&L,1,H226:1
208412,"5,7,12,14-Pentacenetetrone",678-418-3,23912-79-0,,Notified C&L,5,H315:5;H319:5;H335:4
208413,3-(Pentafluorophenyl)pentafluoro-1-propene,678-419-9,67899-41-6,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,2,H315:2;H319:2
208414,1-(2-Pyridyl)piperazine Monohydrochloride,678-420-4,129394-11-2,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1
208415,"3-Phenyl-2,4-pentanedione",678-422-5,5910-25-8,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1
208416,[Hydroxy(methanesulfonyloxy)iodo]benzene,678-423-0,105551-42-6,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1
208417,2-Pyridyl Tribromomethyl Sulfone,678-424-6,59626-33-4,Skin Sens. 1;Eye Irrit. 2,Notified C&L,1,H317:1;H319:1
208418,1-Piperidinepentanol,678-425-1,2937-83-9,Eye Irrit. 2;Aquatic Chronic 2,Notified C&L,39,H411:38;H319:39;H315:1
208419,1-Propylpyridinium Chloride,678-426-7,23271-47-8,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1
208420,"(1S,2R)-1-Phenyl-2-(1-pyrrolidinyl)propan-1-ol",678-427-2,123620-80-4,,Notified C&L,5,H315:5;H319:5;H335:4
208421,Methyl Pentadecafluoroheptyl Ketone,678-428-8,754-85-8,Flam. Liq. 2,Notified C&L,1,H225:1
208422,Potassium Bis(1-pyrazolyl)borohydride,678-429-3,18583-59-0,Water-react. 3;Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H261:1;H315:1;H319:1
208423,6-[2-Propyl-4-(4-pyridylazo)phenoxy]hexanoic Acid,678-430-9,312694-02-3,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1
