cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
129744,"2-methylcyclopentane-1,3-dione",212-153-2,765-69-5,Eye Irrit. 2B;Aquatic Acute 3;Aquatic Chronic 3,REACH registration C&L,3,H402:1;H412:1;H320:1;H319:2;H315:2;H335:2;H332:1;H302:1
129747,"potassium sodium 6,13-dichloro-3,10-bis{}{2-[4-[3-(2-hydroxysulphonyloxyethanesulfonyl)phenylamino]-6-(2,5-disulfonatophenylamino)-1,3,5-triazin-2-ylamino]ethylamino}}benzo[5,6][1,4]oxazino[2,3-b]phenoxazine-4,11-disulfonate",414-100-0,154336-20-6,Eye Dam. 1;Aquatic Chronic 3,Harmonised C&L,0,H412:0;H318:0
129748,"1,3,5-triazine-2,4,6-triamine monophosphate",243-601-5,20208-95-1,Not Classified,Notified C&L,21,Not classified:20;H319:1;H315:1;H335:1
129749,"Acetamide, N-[2-[2-(2-bromo-4,6-dinitrophenyl)diazenyl]-5-(diethylamino)-4-methoxyphenyl]-",617-504-7,83929-84-4,,Notified C&L,5,H317:3;Not classified:2
129753,Ethinamate,204-789-4,126-52-3,Acute Tox. 4,Notified C&L,39,H302:38;H301:1
129755,4-benzylpyridine,218-319-0,2116-65-6,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,45,H319:44;H315:44;H302:41;H335:43;H300:4;H312:1;H332:1
129757,Iodobenzene,209-719-6,591-50-4,Acute Tox. 4;Eye Irrit. 2,Notified C&L,53,H319:42;H302:52;H332:7;Not classified:4;H312:2;H301:1;H335:1;H315:1
129760,Calcium silicate,233-250-6,10101-39-0,Not Classified,Notified C&L,231,Not classified:173;H319:58;H335:58
129761,Disodium hydrogen [3-[[2-amino-5-hydroxy-6-[(2-hydroxy-5-nitro-3-sulphophenyl)azo]-7-sulpho-1-naphthyl]azo]-5-sulphosalicylato(6-)]chromate(3-),277-110-2,72939-58-3,Not Classified,Notified C&L,2039,Not classified:2039
129765,2-methoxy-4-(methoxymethyl)phenol,226-882-9,5533-03-9,Acute Tox. 4;Skin Sens. 1B,REACH registration C&L,224,H317:1;H302:1;Not classified:223
129766,(Z)-but-2-ene,209-673-7,590-18-1,Press. Gas;Flam. Gas 1,Harmonised C&L,0,H220:0;Not classified:0
129767,Tetrakis(4-methylphenyl) orthosilicate,240-763-9,16714-41-3,Aquatic Chronic 4,Notified C&L,38,H413:38
129768,clodinafop-propargyl (ISO),600-662-6,105512-06-9,Acute Tox. 4;Skin Sens. 1;STOT RE 2;Aquatic Acute 1;Aquatic Chronic 1,Harmonised C&L,0,H317:0;H410:0;H373:0;H400:0;H302:0
129769,4-(trifluoromethoxy)aniline,207-317-5,461-82-5,Acute Tox. 3;Acute Tox. 1;Eye Irrit. 2;Acute Tox. 2;Aquatic Chronic 3,REACH registration C&L,55,H301:55;H319:6;H310:52;H412:6;H330:6;H373:45;H318:48;H315:48;H311:3;H331:1
129776,Potassium tetraoxoruthenate,250-473-4,31111-21-4,Not Classified,Notified C&L,9,Not classified:9
129777,"1,6,7,8,9,14,15,16,17,17,18,18-dodecachloropentacyclo[12.2.1.16,9.02,13.05,10]octadeca-7,15-diene",236-948-9,13560-89-9,Not Classified,REACH registration C&L,283,Not classified:184;H332:99
129778,Polydimethyldiphenylsiloxane,614-272-9,68083-14-7,Not Classified,Notified C&L,149,Not classified:96;H319:52;H332:52;H302:1
129780,"2-(4-(3-(4-chlorophenyl)-4,5-dihydropyrazolyl)phenylsulphonyl)ethyldimethylammonium hydrogen phosphonate",402-490-5,106359-93-7,Eye Irrit. 2;Aquatic Acute 1;Aquatic Chronic 1,Harmonised C&L,0,H319:0;H400:0;H410:0
