cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
86255,p-dodecylbenzenesulphonic acid,204-489-3,121-65-3,,Notified C&L,185,H314:185;H302:27
86256,"Hexamethylene diisocyanate, oligomerisation product, blocked with 2-butanone oxime",617-779-3,85940-94-9,Skin Irrit. 2;Skin Sens. 1;STOT RE 2,REACH registration C&L,361,H373:270;H317:290;H315:270;Not classified:71
86260,Talbutal,204-090-4,115-44-6,Acute Tox. 3,Notified C&L,1,H301:1
86262,"5-chloro-1,3-dihydro-2H-indol-2-one",412-200-9,17630-75-0,Acute Tox. 4;Skin Sens. 1;Aquatic Chronic 3;Repr. 2,Harmonised C&L,0,H412:0;H361:0;H302:0;H317:0
86264,"penthiopyrad (ISO);(RS)-N-[2-(1,3-dimethylbutyl)-3-thienyl]-1-methyl-3-(trifluoromethyl)pyrazole-4-carboxamide",606-001-8,183675-82-3,Aquatic Acute 1;Aquatic Chronic 1,Harmonised C&L,0,H400:0;H410:0
86265,"N,N,2-trimethylpropane-1,3-diamine",228-061-0,6105-72-2,Acute Tox. 4;Acute Tox. 4;Skin Corr. 1B;Skin Sens. 1,Notified C&L,39,H312:38;H302:38;H317:38;H314:39;H226:1;H335:1
86269,"Fatty acids, C18-unsatd., trimers, reaction products with triethylenetetramine",605-297-6,162627-18-1,Skin Sens. 1B;Aquatic Acute 1;Aquatic Chronic 1,REACH registration C&L,41,H400:41;H410:41;H317:41
86272,"Fatty acids, C18-unsatd., trimers",500-239-5,68937-90-6,Not Classified,REACH registration C&L,576,Not classified:576
86274,L-tert-Leucine Methylamide,618-258-3,89226-12-0,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H319:1;H315:1
86282,2'-fluoro-2-methylamino-5-nitrobenzophenone,211-998-4,735-06-8,Not Classified,REACH registration C&L,2,Not classified:2
86283,2-bromo-N-[2-(2-fluorobenzoyl)-4-nitrophenyl]acetamide,257-680-9,52130-86-6,Skin Sens. 1;STOT SE 3,Notified C&L,1,H317:1;H335:1
86286,"1-methyl-2,3-dihydroindole-2,3-dione",218-164-9,2058-74-4,Acute Tox. 3;Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,44,H315:43;H318:38;H335:42;H301:38;H319:5;H312:1;H302:1;H332:1
86287,"4,7-methanooctahydro-1H-indene-diyldimethyl bis(2-carboxybenzoate)",407-410-2,,Aquatic Chronic 4,Harmonised C&L,0,H413:0
86288,"Dihydro-5-methyl-4H-1,3,5-dithiazine",228-598-0,6302-94-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H319:38;H335:38;H315:38;H312:1;H302:1;H332:1
86292,"2-tert-butyl-1,4-dimethoxybenzene",244-216-5,21112-37-8,Muta. 2;Aquatic Chronic 2,REACH registration C&L,280,H411:2;H341:2;H319:254;H315:268;Not classified:10
86294,Dibenzepin hydrochloride,206-255-6,315-80-0,Acute Tox. 3;Acute Tox. 4;Aquatic Chronic 3,Notified C&L,1,H412:1;H332:1;H301:1
86296,Docosanamide,221-304-1,3061-75-4,Not Classified,REACH registration C&L,44,Not classified:44
86297,"1-(2,4-dinitrophenyl)-L-proline",216-743-0,1655-55-6,Flam. Sol. 1,Notified C&L,1,H228:1
