cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
204917,[No public or meaningful name is available],674-627-9,340187-12-4,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
204918,Fmoc-Sar-OH,674-628-4,77128-70-2,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,3,H315:2;H319:2;H335:2;Not classified:1
204919,4-Isopropylcyclohexanecarboxylic Acid,674-630-5,62067-45-2,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,2,H315:2;H319:2;H335:1
204920,2-{1-[({[(9H-fluoren-9-yl)methoxy]carbonyl}amino)methyl]cyclohexyl}acetic acid,674-632-6,882847-19-0,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,2,H302:1;H312:1;H335:2;H332:1;H315:2;H319:2
204921,(3R)-4-(tert-Butoxycarbonyl)morpholine-3-carboxylic acid,674-631-0,869681-70-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,3,H315:3;H319:3;H335:3;H302:1
204922,[No public or meaningful name is available],674-633-1,389889-62-7,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
204923,"(3R)-3-(Aminomethyl)piperidine, N1-BOC protected",674-634-7,140645-23-4,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3;Aquatic Acute 1,Notified C&L,46,H302:41;H400:38;H335:46;H315:46;H319:46;H312:2;H332:1
204924,[No public or meaningful name is available],674-635-2,204191-43-5,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
204925,[No public or meaningful name is available],674-636-8,479074-63-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
204926,[No public or meaningful name is available],674-637-3,871727-77-4,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
204927,(R)-3-Carboxymethyl-pyrrolidine-1-carboxylic acid tert-butyl ester,674-638-9,204688-60-8,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,3,H315:2;H319:2;H335:2;H303:1;H302:1
204928,[No public or meaningful name is available],674-639-4,478804-04-5,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
204929,[No public or meaningful name is available],674-641-5,114346-31-5,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
204930,[No public or meaningful name is available],674-642-0,711002-74-3,Acute Tox. 4,Notified C&L,40,H302:39;H314:1;H332:1;H312:1;H315:1;H319:1;H335:1
