cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
57513,"1,3-Difluoro-5-iodobenzene",607-122-9,2265-91-0,,Notified C&L,8,H315:8;H319:8;H335:7
57518,5-nitro-o-anisidine,202-770-5,99-59-2,Skin Irrit. 2;Eye Irrit. 2,REACH registration C&L,47,H315:40;H319:40;H335:38;H332:4;H351:4;H302:4;H312:4;H373:3
57519,Bromobutylmagnesium,211-737-4,693-03-8,Skin Corr. 1B;Eye Dam. 1,Notified C&L,2,H318:2;H314:2;H260:1;H372:1;H302:1;H335:1;H225:1;H371:1
57520,2-[(4-hydrazinophenyl)sulphonyl]ethanol,247-750-7,26505-12-4,Acute Tox. 4,REACH registration C&L,38,H302:38
57521,Dodecyldiethoxymethylsilane,262-170-4,60317-40-0,,Notified C&L,1,H315:1;H319:1;H335:1
57523,N-(dodecylphenyl)naphthalen-1-amine,437-450-6,,STOT RE 1;STOT RE 1;Aquatic Chronic 4,REACH registration C&L,1,H413:1;H372:1
57526,2-bromo-α-methylbenzyl alcohol,226-491-3,5411-56-3,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H315:38;H319:38;H335:38
57529,"2,5-diaminobenzyl alcohol",277-611-6,73793-80-3,Acute Tox. 3;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,1,H301:1;H410:1;H400:1
57530,"1-bromo-2,6-dichlorobenzene",243-018-6,19393-92-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,134,H315:134;H319:134;H335:133
57534,"Alcohols, C8-16, ethoxylated",820-226-0,71243-46-4,Acute Tox. 4;Eye Dam. 1;Aquatic Acute 1,Notified C&L,89,H302:89;H400:89;H318:89
57536,DL-serinohydrazide monohydrochloride,259-839-8,55819-71-1,Self-heat. 2;Acute Tox. 4;Eye Irrit. 2,REACH registration C&L,7,H319:5;H402:3;H302:4;H252:3;H315:2;H335:2;H412:1
57541,Morantel tartrate,247-481-5,26155-31-7,Acute Tox. 4;Acute Tox. 4,Notified C&L,38,H332:38;H302:38
57543,"Marrubium nigrum, ext.",283-896-8,84775-67-7,Not Classified,Notified C&L,25,Not classified:25
57544,Glycerol tristearate,209-097-6,555-43-1,Not Classified,REACH registration C&L,208,Not classified:208
57546,"4,5-dichloro-2,2,4-trifluoro-5-(trifluoromethoxy) -1,3-dioxolane",605-262-5,161611-73-0,Not Classified,Notified C&L,1,Not classified:1
57549,"Thiourea S,S-dioxide",224-065-1,4189-44-0,Self-heat. 2;Acute Tox. 4;Eye Irrit. 2,Notified C&L,36,H319:36;H302:36;H252:36
57551,"2,2'-(biphenyl-3-ylmethylazanediyl)diethanol",617-255-4,817165-06-3,Acute Tox. 4;Skin Sens. 1;Eye Irrit. 2,Notified C&L,42,H319:42;H302:42;H317:42
57552,Pentane-2-thiol,218-224-4,2084-19-7,Flam. Liq. 2;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,115,H225:115;H315:114;H319:114;H335:114;H312:1;H302:1;H332:1
57553,Sodium 2-methylbutan-2-olate,238-639-4,14593-46-5,Flam. Sol. 1;Self-heat. 1;Acute Tox. 4;Skin Corr. 1B;Eye Dam. 1;Acute Tox. 4;STOT SE 3;STOT SE 3,REACH registration C&L,252,H312:182;H314:252;H251:226;H335:182;H228:212;H318:184;H332:182
57554,"Molybdenum, citrate oxo cobalt complexes",291-618-1,90431-89-3,Not Classified,Notified C&L,1,Not classified:1
57557,"O,O-diisobutyl hydrogen dithiophosphate",218-849-2,2253-52-3,Met. Corr. 1;Skin Corr. 1B;Aquatic Chronic 3,REACH registration C&L,2,H412:1;H290:1;H314:1;Not classified:1
57559,Diammonium hexanitratocerate,240-827-6,16774-21-3,Ox. Sol. 2;Met. Corr. 1;Acute Tox. 4;Skin Corr. 1C;Skin Sens. 1A;Eye Dam. 1;Aquatic Acute 1;Aquatic Chronic 1,REACH registration C&L,148,H317:6;H314:8;H400:4;H302:135;H410:5;H272:147;H318:94;H290:6;H315:132;H335:130;H319:51
57561,"1,4-di-tert-butylbenzene",213-790-9,1012-72-2,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H410:38;H400:38
57563,"4,4,4-trifluoro-1-(2-furyl)butane-1,3-dione",206-315-1,326-90-9,,Notified C&L,7,H315:7;H319:7;H335:6
57566,"Perylene-3,4:9,10-tetracarboxylic dianhydride",204-905-3,128-69-8,Not Classified,REACH registration C&L,221,Not classified:168;H315:53;H319:53;H335:52
57573,"2-phenylindole-4',6-dicarboxamidine dihydrohydrochloride (hydrate)",249-186-7,28718-90-3,Skin Irrit. 2;Skin Sens. 1;STOT SE 3,Notified C&L,121,H315:120;H335:119;H317:118;Not classified:1;H319:2
57575,Ethyl (4-methylphenoxy)acetate,266-554-2,67028-40-4,Not Classified,REACH registration C&L,93,Not classified:92;H315:1;H319:1
57576,Disilver oxalate,208-568-3,533-51-7,Expl. 1.1;Acute Tox. 4;Acute Tox. 4;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,88,H201:83;H312:83;H400:83;H302:83;H410:83;Not classified:5
57580,"Naphthenic acids, barium salts",263-077-1,61789-67-1,Acute Tox. 4;Acute Tox. 4;Aquatic Chronic 4,Notified C&L,4,H332:3;H413:2;H302:3;H315:1;Not classified:1
57585,"Amines, methylditallow alkyl",271-670-1,68603-65-6,Skin Irrit. 2;Eye Dam. 1;Aquatic Acute 1,Notified C&L,1,H315:1;H400:1;H318:1
57588,"3,3-dimethoxypropene",227-936-4,6044-68-4,Flam. Liq. 2,Notified C&L,39,H225:39;H315:1;H319:1
57589,"4,4'-Isopropylidenediphenol, oligomeric reaction products with 1-chloro-2,3-epoxypropane",614-177-2,67924-34-9,Not Classified,Notified C&L,85,Not classified:57;H315:28;H319:28;H317:28
57590,Cadmium tellurium trioxide,239-963-9,15851-44-2,,Notified C&L,4,H332:4;H302:4;H312:4
