cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
108031,Trichloro(chloromethyl)silane,216-316-9,1558-25-4,Skin Corr. 1B;Acute Tox. 1,Notified C&L,70,H314:70;H330:64;H335:5;H318:1
108032,(±)-2-(tert-butylamino)-3'-chloropropiophenone hydrochloride,250-759-9,31677-93-7,Not Classified,Notified C&L,106,Not classified:52;H302:54;H410:3;H319:6;H400:4;H332:1;H312:1;H370:1;H372:1;H411:1
108036,Phenoxyacetyl chloride,211-862-4,701-99-5,Skin Corr. 1B;STOT SE 3,Notified C&L,48,H314:48;H335:42;H318:2;H290:1
108037,"Phenol, tetrapropylene-, sulfurized, calcium salts",602-701-2,122384-85-4,Aquatic Chronic 4,Notified C&L,29,H413:28;Not classified:1
108038,"9-fluoro-11β,17,21-trihydroxy-16β-methylpregna-1,4-diene-3,20-dione 21-(hydrogen phosphonate)",206-636-7,360-63-4,Repr. 1B;STOT RE 1;Aquatic Chronic 1,Notified C&L,1,H372:1;H360:1;H410:1
108040,"Bicyclo[2.2.2]oct-7-ene-2,3:5,6-tetracarboxylic dianhydride",217-009-2,1719-83-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,44,H319:44;H335:42;H315:44
108042,"Trisodium bis[3-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]-2-hydroxy-5-nitrobenzenesulphonato(3-)]cobaltate(3-)",282-438-4,84204-70-6,Skin Sens. 1;Eye Irrit. 2;Aquatic Chronic 3,REACH registration C&L,8,H412:5;H317:8;H319:8
108046,"Epoxides, C>8-alkyl",270-215-4,68413-40-1,Not Classified,REACH registration C&L,25,Not classified:3;H315:22
108047,"Trisodium 5-[[4-[[4-[[4-[(4-amino-9,10-dihydro-9,10-dioxo-3-sulphonato-1-anthryl)amino]-2-sulphonatophenyl]amino]-6-(phenylamino)-1,3,5-triazin-2-yl]amino]phenyl]azo]salicylate",229-309-0,6471-09-6,Not Classified,REACH registration C&L,10,Not classified:10
108048,6-deoxy-L-mannose,222-793-4,3615-41-6,Not Classified,REACH registration C&L,130,Not classified:130
108050,"Oleic acid, compound with diethylamine (1:1)",241-242-9,17200-00-9,Not Classified,Notified C&L,6,Not classified:5;H226:1
108052,3-anilinopropanesulphonic acid,277-117-0,72943-20-5,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H302:38;H319:38;H335:38;H315:38
108053,Ethyl 4-[[(methylphenylamino)methylene]amino]benzoate,260-976-0,57834-33-0,STOT RE 2;Aquatic Chronic 2,REACH registration C&L,271,H373:33;H411:34;H302:218;Not classified:19;H317:17;H315:1
108059,Iridium trinitrate,242-382-3,18496-38-3,Not Classified,Notified C&L,1,Not classified:1
108060,"4-Chloro-1-(2-mehtylpropyl-1H-imidazo[4,5-c]quinoline",619-386-2,99010-64-7,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,REACH registration C&L,2,H302:2;H319:2;H335:2;H315:2
108063,"Fatty acids, tall oil, reaction products with glycidyl neodecanoate",617-001-2,80207-00-7,Muta. 2;Aquatic Chronic 2,REACH registration C&L,72,H341:1;H411:1;Not classified:71
108067,Prolactin,618-335-1,9002-62-4,Repr. 1B,Notified C&L,38,H360:38
108068,Hydroxyectoine,605-411-4,165542-15-4,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H335:38;H315:38
108073,"9-Octadecenoic acid (Z)-, ester with 1,2,3-propanetriol",253-407-2,37220-82-9,Not Classified,Notified C&L,168,Not classified:153;H303:15;H333:15
108076,"[5-(2,4-dihalophenyl)-5-(1H-1,2,4-triazol-1-ylmethyl)oxolan-3-yl]methanol",604-005-4,137186-20-0,Not Classified,Notified C&L,1,Not classified:1
108077,"Octane, 1,2-dibromo-",613-071-3,6269-92-7,,Notified C&L,1,H332:1;H302:1;H312:1
108080,Alcohol alkoxylate,603-496-2,131594-92-8,Skin Irrit. 2;Aquatic Acute 1;Aquatic Chronic 2,Notified C&L,33,H411:31;H400:32;H315:33;H319:1
108081,"reaction product of diphenylamine, phenothiazine, and alkenes, branched (C",439-540-0,,Skin Irrit. 2;Skin Sens. 1;Aquatic Chronic 4,Harmonised C&L,0,H413:0;H317:0;H315:0
108083,Pentadecafluorotriethylamine,206-632-5,359-70-6,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,41,H319:40;H335:39;H315:40;H314:1
108093,p-menthane-3-carboxylic acid,254-582-8,39668-86-5,Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,1,H318:1;H335:1;H315:1
108103,"2,2',3,3,3',3'-hexahydroxy-2,2'-bisindan-1,1'-dione",227-713-1,5950-69-6,Eye Dam. 1,Notified C&L,1,H318:1
108105,"pirimiphos-methyl (ISO);pirimiphos-methyl (ISO); O-[2-(diethylamino)-6-methylpyrimidin-4-yl] O,O-dimethyl phosphorothioate;O-(2-diethylamino-6-methylpyrimidin-4-yl) O,O-dimethyl phosphorothioate",249-528-5,29232-93-7,Acute Tox. 4;STOT RE 1;Aquatic Acute 1;Aquatic Chronic 1,Harmonised C&L,0,H302:0;H372:0;H410:0;H400:0
108106,"Dodecylphenol, ethoxylated, phosphates",500-106-1,39464-67-0,Skin Irrit. 2;Eye Dam. 1;Aquatic Chronic 2,Notified C&L,2,H318:2;H411:1;H315:2
108111,"9-Octadecenoic acid (Z)-, reaction products with N-(3-aminopropyl)-1,3-propanediamine",282-510-5,84238-54-0,Not Classified,Notified C&L,7,Not classified:7
108114,Ethyl chlorophenylacetate,225-315-2,4773-33-5,Skin Corr. 1B;Eye Dam. 1,Notified C&L,38,H314:38;H318:38
108116,2-methyl-3-(trimethoxysilyl)propyl-2-propenoate hydrolysis product with silica,419-030-4,125804-20-8,Flam. Liq. 2;Eye Irrit. 2;STOT SE 3,Harmonised C&L,0,H336:0;H319:0;H225:0
108119,Bromperidol,233-943-3,10457-90-6,Acute Tox. 4,Notified C&L,46,H302:46;H332:7;H336:7
108120,"3,3-Bis(4-diethylamino-2-ethoxyphenyl)-4-azaphthalide",603-598-7,132467-74-4,STOT RE 2,Notified C&L,1,H373:1
108121,"Glycine, N,N'-ethylenebis[2-(o-hydroxyphenyl)-, tetrasodium salt",608-422-2,29854-01-1,Not Classified,Notified C&L,1,Not classified:1
108122,"Ethanaminium, N-[4-[[4-(diethylamino)phenyl]phenylmethylene]-2,5-cyclohexadien-1-ylidene]-N-ethyl-, molybdatetungstatephosphate",215-406-5,1325-75-3,Eye Irrit. 2;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,1,H410:1;H319:1;H400:1
108125,"(2-(1,3-dioxolan-2-yl)ethyl)triphenylphosphonium bromide",404-940-6,86608-70-0,Acute Tox. 4;Eye Dam. 1;STOT RE 2;Aquatic Chronic 3,Harmonised C&L,0,H412:0;H302:0;H318:0;H373:0
108130,"Soybean oil, reaction products with ethaneperoxoic acid",614-947-8,693217-63-9,Skin Mild Irrit. 3;Eye Irrit. 2,REACH registration C&L,6,H320:1;H316:1;H319:5
108132,5-allyl-5-phenylbarbituric acid,204-089-9,115-43-5,Acute Tox. 3;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 3,Notified C&L,39,H301:39;H319:38;H331:38;H315:38
108134,4-phenoxybutyryl chloride,225-903-9,5139-89-9,,Notified C&L,4,H314:4
108137,o-nitroaniline,201-855-4,88-74-4,Acute Tox. 3;Acute Tox. 3;Acute Tox. 3;STOT RE 2;Aquatic Chronic 3,Harmonised C&L,0,H412:0;H301:0;H331:0;H311:0;H373:0
108140,DL-glyceraldehyde 3-phosphate,209-721-7,591-59-3,Skin Corr. 1B;Eye Dam. 1,Notified C&L,38,H314:38;H318:38
108141,"1-Octadecanol, phosphate, potassium salt",273-489-3,68987-29-1,Eye Irrit. 2,REACH registration C&L,112,H319:38;H318:66;H315:66;Not classified:8
108142,"N,N-dimethyl-1-(trimethylsilyl)amine",242-020-4,18135-05-2,Flam. Liq. 2;Acute Tox. 4;Acute Tox. 3;Skin Corr. 1B;Eye Dam. 1;Acute Tox. 4;Aquatic Chronic 3,Notified C&L,1,H412:1;H318:1;H311:1;H332:1;H314:1;H225:1;H302:1
108143,"Butyl (E,E)-hexa-2,4-dienoate",230-911-0,7367-78-4,,Notified C&L,2,H319:1;H335:1;H315:1;Not classified:1
108147,"Cuprate(2-), [4-hydroxy-3-[(2-hydroxy-4-nitrophenyl)azo]-6-[(3-sulfophenyl)amino]-2-naphthalenesulfonato(4-)]-, disodium",608-580-2,31102-54-2,Not Classified,REACH registration C&L,2,Not classified:2
108148,Turpentine,232-688-5,9005-90-7,Flam. Liq. 3;Acute Tox. 4;Asp. Tox. 1;Acute Tox. 4;Skin Irrit. 2;Skin Sens. 1;Eye Irrit. 2;Acute Tox. 4;Aquatic Chronic 2,Notified C&L,130,H304:69;H315:70;H312:69;H226:85;H332:69;H317:69;H302:70;H319:70;H411:70;Not classified:42;H410:2;H400:2
108149,"3,5-Difluor-4-((S)-(-)-1-methylheptyloxy)-4-(4-pentylbicyclo[2.2.2]octyl)-biphenyl",608-800-7,329187-27-1,Aquatic Chronic 4,Notified C&L,1,Not classified:1;H413:1
108156,1-Ethyl-3-methylimidazolium Ethyl Sulfate,608-962-9,342573-75-5,Not Classified,Notified C&L,15,Not classified:10;H319:5;H335:4;H315:5
