cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
35975,"N,N',N''-tributyl-1-methylsilanetriamine",240-462-2,16411-33-9,Flam. Liq. 2;Acute Tox. 4;Skin Corr. 1B;Eye Dam. 1,REACH registration C&L,42,H302:41;H225:38;H314:41;H318:41;H335:1;H315:1;H319:1;H336:1
35978,"Amines, C13-15-alkyl, ethoxylated",615-220-8,70955-14-5,Acute Tox. 4;Skin Irrit. 2;Eye Dam. 1,Notified C&L,24,H302:19;H318:18;H315:18;Not classified:5;H314:1;H400:1;H410:1
35981,Calcium sulphite,233-596-8,10257-55-3,Not Classified,REACH registration C&L,37,Not classified:37
35983,"(2S)-5-(benzyloxy)-2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)-5-oxopentanoic acid",443-560-5,88784-33-2,Eye Irrit. 2,Harmonised C&L,0,H319:0
35984,2-octyldodecyl 5-oxo-L-prolinate,253-604-3,37673-37-3,Skin Sens. 1B,REACH registration C&L,40,H317:4;Not classified:36
35991,Amber,232-520-0,9000-02-6,Not Classified,Notified C&L,7,Not classified:7
35992,Cyclophosphamide,200-015-4,50-18-0,Acute Tox. 3;Muta. 1B;Carc. 1B;Repr. 1A,Notified C&L,67,H360:64;H350:66;H340:64;H301:42;H302:24;H318:25;H372:25;H311:1;H331:1;H361:1;H411:1;H341:1;H400:1;H335:1;H315:1;H319:1
35998,1-(bromomethyl)-4-methoxybenzene,608-101-7,2746-25-0,Skin Corr. 1B,Notified C&L,47,H314:47
36008,Ethyl 3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxylate,619-510-5,141573-95-7,Not Classified,Notified C&L,2,Not classified:1;H319:1;H302:1;H335:1;H315:1
36011,"Hydrocarbons, C16-C20, n-alkanes, isoalkanes, cyclics,",919-029-3,1174522-19-0,Asp. Tox. 1,REACH registration C&L,502,H304:502
36018,"4'-Ethyl-2,3-difluorbiphenyl-4-boronic acid",929-209-3,1123312-95-7,Eye Irrit. 2;STOT RE 2;Aquatic Acute 1;Aquatic Chronic 1,REACH registration C&L,2,H319:2;H373:2;H400:2;H410:2
36020,"1-amino-N-(3-bromo-9,10-dihydro-9,10-dioxo-2-anthryl)-9,10-dihydro-9,10-dioxoanthracene-2-carboxamide",258-148-9,52740-90-6,Skin Sens. 1,Notified C&L,9,H317:9
36022,Allylmagnesium chloride,220-067-1,2622-05-1,Flam. Liq. 2;Water-react. 1;Skin Corr. 1B;Eye Dam. 1,REACH registration C&L,81,H318:2;H225:31;H314:81;H260:77;H250:49;H261:4;H351:1
36024,1-bromohenicosafluorodecane,206-201-1,307-43-7,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H319:1;H335:1;H315:1
36025,"fenoxaprop-P-ethyl (ISO);ethyl (2R)-2-{4-[(6-chloro-1,3-benzoxazol-2-yl)oxy]phenoxy}propanoate",615-273-7,71283-80-2,Skin Sens. 1;STOT RE 2;Aquatic Acute 1;Aquatic Chronic 1,Harmonised C&L,0,H317:0;H373:0;H400:0;H410:0
36026,[N-[2-[bis(carboxymethyl)amino]ethyl]-N-(2-hydroxyethyl)glycinato(3-)]iron,241-142-5,17084-02-5,Met. Corr. 1;Skin Irrit. 2;Eye Irrit. 2,Notified C&L,183,H315:172;H319:172;H290:172;Not classified:11
36027,"Narcissus jonquilla, ext.",290-086-8,90064-25-8,Not Classified,Notified C&L,73,Not classified:73
36031,"Oils, avocado, unsaponifiable fraction",294-825-5,91770-40-0,Not Classified,Notified C&L,1,Not classified:1
36032,o-(phenoxymethyl)benzoic acid,211-967-5,724-98-1,Acute Tox. 4;Eye Irrit. 2;Aquatic Acute 1,Notified C&L,44,H319:44;H302:38;H400:38;H335:5;H315:6
36033,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-,mono-C12-20-alkyl ethers, phosphates, sodium salts (GRS)",614-847-4,68954-88-1,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,43,H319:43;H315:43
36035,α-chloro-4-nitrotoluene,202-822-7,100-14-1,Acute Tox. 4;Skin Corr. 1B,Notified C&L,46,H302:46;H314:46;H332:4;H341:4;H318:2
36038,"(-)-3,4-Dihydroxynorephedrine",617-417-4,829-74-3,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,38,H302:38;H335:38;H315:38;H319:38;H312:38;H332:38
36039,(3-chloropropyl)diethoxymethylsilane,236-828-6,13501-76-3,Skin Irrit. 2,REACH registration C&L,28,H315:28;H319:1
36043,"3-dodecyl-(1-(1,2,2,6,6-pentamethyl-4-piperidin)-yl)-2,5-pyrrolidindione",411-920-0,106917-30-0,Acute Tox. 4;Skin Corr. 1A;Acute Tox. 3;STOT RE 2;Aquatic Acute 1;Aquatic Chronic 1,Harmonised C&L,0,H302:0;H400:0;H373:0;H314:0;H331:0;H410:0
36046,"N-[(1,1,3,3-tetramethylbutyl)phenyl]naphthalen-1-amine",257-406-8,51772-35-1,Aquatic Chronic 4,REACH registration C&L,112,H413:102;H412:10;H317:5
36048,Tristrontium nitride,234-795-2,12033-82-8,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H319:38;H335:38;H315:38;Not classified:1
36052,"3,4,5-Trifluoroaniline",605-341-4,163733-96-8,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,48,H319:48;H335:43;H315:48;H302:9;H373:4;H312:9;H332:8
36053,Tetramethyl orthocarbonate,217-438-5,1850-14-2,Flam. Liq. 2;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,42,H319:42;H225:41;H335:41;H315:42;H226:1
36054,"azinphos-ethyl (ISO);O,O-diethyl 4-oxobenzotriazin-3-ylmethyl phosphorodithioate",220-147-6,2642-71-9,Acute Tox. 2;Acute Tox. 3;Aquatic Acute 1;Aquatic Chronic 1,Harmonised C&L,0,H311:0;H300:0;H400:0;H410:0
36058,Dichloromaleic anhydride,214-343-0,1122-17-4,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H319:39;H335:39;H315:39
