cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
261623,"2H,3H,4H-pyrido[4,3-b][1,4]oxazin-3-one",819-406-1,102226-40-4,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H335:1;H319:1;H302:1
261624,methyl 2-((((9H-fluoren-9-yl)methoxy)carbonyl)amino)acetate,819-407-7,121616-32-8,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H335:1;H319:1
261625,4-[(3-methoxyphenyl)methyl]piperidine,819-408-2,150019-61-7,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H335:1;H319:1;H302:1
261626,1-(pyridin-4-yl)piperidin-4-amine,819-409-8,187084-44-2,Acute Tox. 4;Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,1,H315:1;H318:1;H335:1;H302:1
261627,"3,5-dimethylpyridine-4-carbaldehyde",819-410-3,201286-64-8,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H335:1;H319:1
261628,"tert-butyl 5-bromo-2,3-dihydro-1H-isoindole-2-carboxylate",819-411-9,201940-08-1,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H335:1;H319:1;H302:1
261629,"2-(4-hydroxyphenyl)propane-1,3-diol",819-412-4,203303-03-1,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H335:1;H319:1;H302:1
261630,[1-(prop-2-yn-1-yl)cyclobutyl]methanol,819-414-5,288385-20-6,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H335:1;H319:1
261631,"6-{[3-(trifluoromethyl)phenyl]imino}-1H,4H,5H,6H-[1,2,5]oxadiazolo[3,4-b]pyrazin-5-one",819-415-0,339066-08-9,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H335:1;H319:1;H302:1
261632,4-(1-phenylethyl)piperidine,819-416-6,791726-25-5,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H335:1;H319:1;H302:1
261633,5-ethynyl-2-fluoropyridine,819-417-1,853909-08-7,Flam. Liq. 3;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H226:1;H335:1;H319:1
261634,methyl 2-[(4-aminonaphthalen-1-yl)oxy]acetate,819-418-7,874133-47-8,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H335:1;H319:1;H302:1
261635,"1-(aminomethyl)-3,3-dimethylcyclohexan-1-ol hydrochloride",819-419-2,911010-82-7,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H335:1;H319:1
