cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
1,"α,α,α-trifluoro-p-toluoyl chloride",206-342-9,329-15-7,Skin Corr. 1B,Notified C&L,50.0,H314:50;H318:2;H335:2;H319:1;H290:1;Not classified:1
1,"α,α,α-trifluoro-p-toluoyl chloride",206-342-9,329-15-7,Skin Corr. 1B,Notified C&L,50.0,H314:50;H318:2;H335:2;H319:1;H290:1;Not classified:1
2,"N,N-diethyl-m-anisidine",202-134-7,92-18-2,Acute Tox. 4,Notified C&L,38.0,H302:38
3,"5,9-Anhydro-2,3,4,8-tetradeoxy-8-[[3-(2-hydroxy-1-methylpropyl)oxiranyl]methyl]-3-methyl-[2E,8[2S,3S(1S,2S)]]-L-talonon-2-enonic acid",603-145-3,12650-69-0,Not Classified,Notified C&L,4.0,Not classified:2;H317:1;H302:1
5,Benzyl pivalate,218-251-1,2094-69-1,Not Classified,Notified C&L,25.0,Not classified:25
8,"1H-Indol-3-ol, 5-bromo-4-chloro-, dihydrogen phosphate (ester), disodium salt",600-286-2,102185-33-1,Not Classified,Notified C&L,1.0,Not classified:1
13,"Tetrasodium 6-amino-4-hydroxy-3-[[7-sulphonato-4-[(4-sulphonatophenyl)azo]-1-naphthyl]azo]naphthalene-2,7-disulphonate",218-326-9,2118-39-0,,Notified C&L,35.0,Not classified:35
19,"Sulfuric acid, mono-C9-11-alkyl esters, sodium salts",282-968-6,84501-49-5,Flam. Sol. 1;Acute Tox. 4;Skin Irrit. 2;Eye Dam. 1;Acute Tox. 4;STOT SE 3;Aquatic Chronic 3,REACH registration C&L,8.0,H302:8;H228:4;H335:4;H412:8;H332:4;H318:8;H315:8
21,Disodium hydrogenorthophosphate,231-448-7,7558-79-4,Not Classified,REACH registration C&L,975.0,Not classified:595;H319:297;H318:84;H315:20;H335:19;H371:4;H332:1;H336:1
25,"Steel manufacture, chemicals",266-048-1,65997-19-5,Acute Tox. 3;Skin Irrit. 2;Skin Sens. 1;Eye Irrit. 2;Acute Tox. 2;STOT SE 3;Carc. 1B;STOT RE 1;Aquatic Chronic 2,Notified C&L,27.0,H301:13;H319:13;H372:13;H335:15;H411:13;H330:13;H317:13;H315:13;H350:13;Not classified:12
30,Triparanol,201-115-0,78-41-1,Acute Tox. 4;Eye Dam. 1,Notified C&L,38.0,H302:38;H318:38
31,3-acetoxymethylen-7-amino-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,213-485-0,957-68-6,Skin Sens. 1;Resp. Sens. 1,REACH registration C&L,73.0,H334:71;H317:71;H335:10;H319:11;H302:1;H341:1;Not classified:1;H315:2;H318:1
32,Phthalimidoacetic acid,225-177-3,4702-13-0,Acute Tox. 4;Eye Irrit. 2,REACH registration C&L,7.0,H302:4;H319:6;H315:2;Not classified:1;H335:1
38,Sodium hydrotrimethoxyborate(1-),241-003-9,16940-17-3,Flam. Sol. 1;Water-react. 2;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38.0,H261:38;H319:38;H228:38;H335:38;H315:38
39,C.I. Direct Red 83:1,618-677-1,90880-77-6,Not Classified,Notified C&L,3.0,Not classified:3
40,5-(phenylmethoxy)-1H-indole-3-ethylamine monohydrochloride,257-626-4,52055-23-9,Skin Sens. 1;Eye Irrit. 2;STOT SE 3,Notified C&L,1.0,H335:1;H319:1;H317:1
41,"1,2-Propanediol, polymer with 2-ethyloxirane",608-680-6,31923-86-1,Not Classified,Notified C&L,6.0,Not classified:6
45,"Amines, C12-18-alkyl",268-953-7,68155-27-1,Acute Tox. 4;Asp. Tox. 1;Skin Corr. 1B;STOT SE 3;STOT RE 2;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,46.0,H302:46;H373:46;H335:46;H410:40;H314:46;H304:40;H400:46;H318:5
47,Methyldioctylamine,224-703-9,4455-26-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3;Aquatic Acute 1,Notified C&L,45.0,H315:42;H335:38;H319:42;H400:43;H410:4;Not classified:1;H318:1;H314:1;H302:1
51,"(E)-N,N,N',N'-tetramethylbut-2-ene-1,4-diamine",203-879-0,111-52-4,Flam. Liq. 3;Skin Corr. 1B,Notified C&L,38.0,H314:38;H226:38
52,"Titanium, bis(2,6-difluorophenyl)bis[(1,2,3,4,5-.eta.)-1-methyl-2,4-cyclopentadien-1-yl]-",452-580-3,93709-39-8,Expl. 1.1;Flam. Sol. 1;Acute Tox. 3;Aquatic Chronic 4,Notified C&L,84.0,H301:84;H228:84;H413:84;H201:84
54,2-isopropenylaniline,258-008-7,52562-19-3,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38.0,H315:38;H335:38;H319:38
55,Cyclobutanemethanol,224-575-4,4415-82-1,Flam. Liq. 3,Notified C&L,51.0,H226:51;H315:1;H335:1;H319:1
59,"Ergoline-8-carboxylic acid, 8,9-didehydro-6-methyl-",611-233-8,5516-88-1,Skin Sens. 1,Notified C&L,2.0,H317:2
60,"L-Alanine, N-coco acyl derivs., sodium salts",290-478-9,90170-45-9,Not Classified,REACH registration C&L,7.0,Not classified:4;H319:2;H318:1
61,"5-Diazo-2,4,6(1H, 3H, 5H)-pyrimidinetrione",608-591-2,31221-06-4,Acute Tox. 4,Notified C&L,1.0,H302:1
62,"4-[[5-[(4,6-dichloro-1,3,5-triazin-2-yl)amino]-2-sulphophenyl]azo]-4,5-dihydro-5-oxo-1-(4-sulphophenyl)-1H-pyrazole-3-carboxylic acid",288-958-8,85946-19-6,Not Classified,Notified C&L,1.0,Not classified:1
63,potassium ethanolate;potassium ethoxide,213-029-0,917-58-8,Self-heat. 1;Skin Corr. 1B,Harmonised C&L,0.0,H314:0;H251:0
65,Sodium benzenethiolate,213-224-0,930-69-8,Skin Corr. 1B,Notified C&L,39.0,H314:39;H302:1;H312:1;H332:1;H318:1
67,1-(3-Chloro-4-hydroxyphenyl)ethanone,620-213-8,2892-29-7,Not Classified,REACH registration C&L,40.0,Not classified:1;H315:39;H302:39;H318:38;H335:38;H319:1
72,"1,2,4-Triazole-3-carboxylic acid",610-450-5,4928-87-4,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,47.0,H315:46;H335:46;H319:46;H302:1
74,"2-(1-methylethoxy)-1,2-diphenylethan-1-one",229-677-2,6652-28-4,Not Classified,Notified C&L,1.0,Not classified:1
76,"Distillates (petroleum), chemically neutralized light;Kerosine - unspecified;[A complex combination of hydrocarbons produced by a treating process to remove acidic materials. It consists of hydrocarbons having carbon numbers predominantly in the range of C",265-132-5,64742-31-0,Asp. Tox. 1,Harmonised C&L,0.0,H304:0
77,4-methylpyrimidin-2-ylamine,203-591-5,108-52-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,46.0,H315:46;H335:45;H319:46
78,C.I. Disperse Violet 5,615-397-1,71775-53-6,Not Classified,Notified C&L,1.0,Not classified:1
83,"1,3-Dioxolan-2-one, polymer with 1,4-butanediol and 1,6-hexanediol",604-682-6,149295-53-4,Not Classified,Notified C&L,5.0,Not classified:5
85,"Walnut, Juglans regia, ext.",281-688-1,84012-43-1,Flam. Liq. 3,Notified C&L,1498.0,H226:1436;Not classified:61;H225:2;H319:1
87,[2H4]ethylene,211-675-8,683-73-8,Flam. Gas 1;Press. Gas (Liq.);STOT SE 3,Notified C&L,84.0,H220:84;H336:84;H280:84
89,Enalaprilat,278-459-3,76420-72-9,Acute Tox. 4,Notified C&L,40.0,H302:38;H318:1;H361:2
92,{[2-(6-amino-9H-purin-9-yl)ethoxy]methyl}phosphonic acid,600-789-7,106941-25-7,Acute Tox. 3,Notified C&L,39.0,H301:38;H315:1;H302:1;H373:1
93,zinc oxide,215-222-5,1314-13-2,Aquatic Acute 1;Aquatic Chronic 1,Harmonised C&L,0.0,H410:0;H400:0
98,"Boric acid (H3BO3), reaction products with diethanolamine, compds. with diethanolamine and ethanolamine",294-256-2,91696-96-7,Not Classified,Notified C&L,9.0,Not classified:8;H319:1
100,(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoic acid,406-310-6,,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,REACH registration C&L,5.0,H315:2;H335:2;H319:2;Not classified:3
102,Tetrabutylammonium nitrite,247-749-1,26501-54-2,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,72.0,H315:72;H335:72;H319:72
105,"Alcohols, C11-14-branched and linear",287-812-0,85586-10-3,Not Classified,Notified C&L,6.0,Not classified:6
109,C.I. Direct Blue 77,618-325-7,89998-31-2,Not Classified,Notified C&L,1.0,Not classified:1
111,Trisodium 5-[[2-amino-4-[[4-[2-(4-nitro-2-sulphonatophenyl)vinyl]-3-sulphonatophenyl]azoxy]phenyl]azo]naphthalene-1-sulphonate,292-378-0,90604-82-3,Not Classified,Notified C&L,3.0,Not classified:3
114,"3-chloro-6,11-dihydro-6-methyldibenzo[c,f][1,2]thiazepin-11-ol 5,5-dioxide",247-944-1,26723-60-4,Not Classified,REACH registration C&L,1.0,Not classified:1
116,"5-[[4-[(4-sulphophenyl)azo]phenyl]azo]salicylic acid, sodium salt",286-202-1,85188-12-1,,Notified C&L,33.0,Not classified:33
117,"4,4'-(1,3,4-oxadiazole-2,5-diyl)dianiline",219-373-8,2425-95-8,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39.0,H315:39;H335:38;H319:39
119,Disisomicin pentakis(sulphate),258-414-4,53179-09-2,Acute Tox. 4;Acute Tox. 4;Repr. 1B,Notified C&L,40.0,H360:40;H312:39;H332:39
125,Exo-2-bornanamine,230-647-6,7242-92-4,Flam. Liq. 3;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39.0,H315:39;H335:39;H226:39;H319:39
