cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
28813,"Tetrafluoroethylene, oxidized, oligomers, reduced, decarboxylated",500-539-6,161075-02-1,Not Classified,Notified C&L,1,Not classified:1
28815,Pentafluorobenzonitrile,212-259-9,773-82-0,Flam. Liq. 3,Notified C&L,61,H226:61;H335:6;H319:7;H312:5;H302:5;H332:5;H315:7;H331:1;H311:1;H301:1
28816,"ethoxyquin (ISO);6-ethoxy-1,2-dihydro-2,2,4-trimethylquinoline",202-075-7,91-53-2,Acute Tox. 4,Harmonised C&L,0,H302:0
28821,2-(furfurylthio)ethylamine,253-024-0,36415-21-1,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H319:1;H315:1
28824,Dimethyl sulphide,200-846-2,75-18-3,Flam. Liq. 2,REACH registration C&L,1759,H225:1563;H301:1349;H335:227;H280:173;H331:175;H332:173;H318:186;H315:211;H319:189;H224:22;H300:22;H330:22;H310:22;H302:13;H317:1;H412:1;Not classified:1
28831,"zoxamide (ISO);(RS)-3,5-dichloro-N-(3-chloro-1-ethyl-1-methyl-2-oxopropyl)-p-toluamide",605-037-1,156052-68-5,Skin Sens. 1;Aquatic Acute 1;Aquatic Chronic 1,Harmonised C&L,0,H400:0;H317:0;H410:0
28833,"2-Propenoic acid, 2-(chloromethyl)-, methyl ester",618-828-1,922-15-6,Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,38,H318:38;H335:38;H315:38
28835,Heptanoyl chloride,219-775-3,2528-61-2,Met. Corr. 1;Skin Corr. 1B;Acute Tox. 1,REACH registration C&L,135,H314:135;H290:87;H330:128;H318:84;H302:2;H412:1;H226:1;H332:1;H312:1
28837,"Isopropyl (Z,Z)-9,9-dibutyl-2-methyl-4,7,11-trioxo-3,8,10-trioxa-9-stannatetradeca-5,12-dien-14-oate",245-061-6,22535-42-8,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT RE 2;Aquatic Chronic 3,Notified C&L,1,H373:1;H319:1;H312:1;H302:1;H412:1;H315:1
28838,5-dimethylaminonaphthalene-1-sulphonyl chloride,210-092-6,605-65-2,Skin Corr. 1B,Notified C&L,52,H314:52;Not classified:1;H290:3;H302:1;H318:2
28839,Tetralead trioxide sulphate,235-380-9,12202-17-4,Acute Tox. 4;Acute Tox. 4;Carc. 2;Repr. 1A;Lact.;STOT RE 1;Aquatic Acute 1;Aquatic Chronic 1,REACH registration C&L,66,H360:66;H410:66;H362:47;H351:47;H400:66;H332:66;H302:66;H372:47;H373:19
28844,1-hydroperoxycyclohexyl 1-hydroxycyclohexyl peroxide,201-091-1,78-18-2,,,0,H314:0;H242:0;H302:0
28846,"Sulfuric acid, mono-C12-16-alkyl esters, compds. with diethanolamine",286-536-8,85252-20-6,Not Classified,Notified C&L,1,Not classified:1
28848,1-(2-Benzylsulfanyl-5-chloro-thiophen-3-yl)-ethanone,926-543-1,,Acute Tox. 4;Acute Tox. 4;Acute Tox. 4,REACH registration C&L,2,H332:2;H302:2;H312:2
28857,1-isopropyl-4-methylcyclohexane,202-790-4,99-82-1,Flam. Liq. 3;Asp. Tox. 1;Skin Irrit. 2,REACH registration C&L,86,H226:86;H304:74;H315:70;H400:5
28858,"1-(3,4-dichlorophenyl)piperazine",260-652-9,57260-67-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,46,H335:39;H319:39;H315:39;H314:7;H302:2;H318:2;H311:1;H312:1
