cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
158282,1-(4-Methoxyphenyl)-1H-imidazole,625-159-9,10040-95-6,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,43,H315:43;H335:43;H319:43
158283,2-(trifluoromethyl)pyridin-3-amine,625-160-4,106877-32-1,Acute Tox. 2;Skin Irrit. 2;Skin Sens. 1;Eye Irrit. 2;STOT SE 3,Notified C&L,43,H315:43;H335:43;H300:38;H317:39;H319:43;H312:4;H301:5
158284,1H-Indole-4-carboxaldehyde,625-162-5,1074-86-8,Acute Tox. 4;Skin Sens. 1;Eye Irrit. 2,Notified C&L,48,H317:39;H319:48;H302:41;H315:10;H335:9;H312:1;H332:1
158285,(4-Phenylthiophenyl)diphenylsulfonium triflate,625-163-0,111281-12-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H315:38;H335:38;H319:38
158286,3-Chloro-4-methoxybenzonitrile,625-164-6,102151-33-7,Acute Tox. 4;Skin Irrit. 2;Skin Sens. 1;Eye Irrit. 2;STOT SE 3,Notified C&L,42,H315:42;H335:42;H317:38;H319:42;H302:42;H312:4;H332:4
158287,"(S)-1-tert-butyl 2-methyl 4-oxopyrrolidine-1,2-dicarboxylate",625-165-1,102195-80-2,Acute Tox. 4;Acute Tox. 4;Eye Dam. 1,Notified C&L,42,H318:42;H312:42;H302:42;H332:2
158288,"4'-fluoro-[1,1'-biphenyl]-4-carbonitrile",625-166-7,10540-31-5,Skin Irrit. 2;Eye Dam. 1;STOT SE 3;Aquatic Acute 1,Notified C&L,39,H318:39;H400:39;H315:39;H335:39;H312:1;H332:1;H302:1
158289,"3,4-Dihydro-3-oxo-2H-(1,4)-benzoxazin-2-ylacetic acid",625-167-2,106660-11-1,Acute Tox. 4;Skin Sens. 1,Notified C&L,38,H317:38;H302:38
158290,"2-Amino-4,6-difluorobenzothiazole",625-168-8,119256-40-5,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H315:39;H335:39;H319:39;H302:39;H312:1;H332:1
158291,"1,3-Oxazole-4-carboxaldehyde",625-169-3,118994-84-6,Acute Tox. 4;Skin Sens. 1;Eye Irrit. 2,Notified C&L,42,H317:39;H319:42;H302:40;H315:3;H335:2;H312:1;H332:1
158292,(2S)-2-(trifluoromethyl)pyrrolidine,625-170-9,119580-41-5,Flam. Sol. 1;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,45,H315:39;H335:40;H228:43;H319:40;H302:38;H314:6;H226:1
158293,5-Formyluracil,625-171-4,1195-08-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H315:39;H335:39;H319:39
158294,3'-Allyl-4'-hydroxyacetophenone,625-173-5,1132-05-4,Eye Dam. 1,Notified C&L,39,H318:38;H315:1;H335:1;H319:1
158295,7-Fluoro-2-methylquinoline,625-174-0,1128-74-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H315:39;H335:38;H319:39
158296,"(3R)-2-[(tert-butoxy)carbonyl]-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid",625-175-6,115962-35-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,43,H315:43;H335:43;H319:43
158297,1-(FERROCENYL)ETHANOL,625-176-1,1277-49-2,Acute Tox. 4;Acute Tox. 1;Skin Sens. 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,202,H310:156;H400:156;H410:156;H317:156;H302:156;H315:46;H335:45;H319:46
158298,4-(3-Pyridyl)benzaldehyde,625-177-7,127406-55-7,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,44,H315:44;H335:43;H319:44
158299,8-Hydroxyquinoline copper(II) salt,625-178-2,13014-03-4,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H315:38;H335:38;H319:38
158300,1-Allylpiperazine,625-179-8,13961-36-9,Flam. Liq. 3;Skin Corr. 1B,Notified C&L,44,H226:43;H314:44;H318:1
158301,4-(Trifluoromethyl)pyrimidine-2-thiol,625-180-3,136547-17-6,Acute Tox. 3;Acute Tox. 3;Acute Tox. 3,Notified C&L,40,H301:39;H331:39;H311:39;H315:1;H335:1;H319:1
158302,5-Fluoro-2(3H)-benzoxazolone,625-181-9,13451-79-1,Eye Irrit. 2,Notified C&L,38,H319:38
158303,"2-Amino-5-(4-bromophenyl)-1,3,4-thiadiazole",625-182-4,13178-12-6,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H315:39;H335:39;H319:39
158304,2-Benzyloxybenzoic Acid,625-184-5,14389-86-7,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3;Aquatic Acute 1,Notified C&L,44,H400:40;H315:44;H335:43;H319:44;H302:39;H410:1
158305,(+)-3-Hydroxy-N-methylmorphinan tartrate salt,625-185-0,143-98-6,Acute Tox. 4,Notified C&L,40,H302:40
158306,"2-Chloro-4,6-dimethyl-3-pyridinecarbonitrile",625-186-6,14237-71-9,Acute Tox. 3;Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,45,H301:40;H318:38;H315:45;H335:44;H312:5;H332:5;H319:7;H302:5;H311:2;H331:2
158307,"N,N'-Bis(p-toluenesulfonyl)hydrazine",625-187-1,14062-05-6,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H315:38;H335:38;H319:38
158308,"2-(Aminomethyl)piperidine, 2-BOC protected",625-188-7,141774-61-0,Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,40,H318:40;H315:40;H335:40
158309,5-Methylfuran-2-carbonyl chloride,625-189-2,14003-11-3,Eye Irrit. 2,Notified C&L,44,H319:38;H314:6
158310,Zinc bis[bis(trimethylsilyl)amide],625-190-8,14760-26-0,Water-react. 2;Skin Corr. 1B,Notified C&L,38,H314:38;H261:38
158311,3-Aminothiophene-2-carboxamide,625-191-3,147123-47-5,Acute Tox. 3;Skin Sens. 1;Eye Irrit. 2,Notified C&L,40,H301:38;H317:38;H319:40;H315:2;H335:2;H302:1
158312,"N-(tert-Butoxycarbonyl)-1,2-phenylenediamine",625-192-9,146651-75-4,Acute Tox. 4;Skin Sens. 1,Notified C&L,40,H317:39;H302:39;H315:1;H319:1
158313,"(1R,2R)-N1-(tert-Butoxycarbonyl)-1,2-cyclohexanediamine",625-193-4,146504-07-6,Skin Corr. 1B,Notified C&L,40,H314:39;H315:1;H319:1
158314,2-Fluoro-6-iodobenzaldehyde,625-195-5,146137-72-6,Acute Tox. 3,Notified C&L,39,H301:39;H331:1;H311:1
158315,Triphenyl Sulfonium Perfluorobutane Sulfonate,625-196-0,144317-44-2,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,94,H315:94;H335:94;H319:94
158316,"3,5-Dinitroacetophenone",625-197-6,14401-75-3,Skin Sens. 1;Eye Dam. 1,Notified C&L,38,H318:38;H317:38
158317,"(+)-2,2'-Isopropylidenebis[(4R)-4-phenyl-2-oxazoline]",625-198-1,150529-93-4,Acute Tox. 3;Acute Tox. 3;Acute Tox. 3,Notified C&L,40,H301:38;H331:38;H311:38;H315:2;H335:1;H319:2
158318,(Ethylenediamine)palladium(II) Dichloride,625-199-7,15020-99-2,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,43,H315:43;H335:42;H319:43
158319,(5-Bromopentyl)trimethylammonium bromide,625-200-0,15008-33-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H315:38;H335:38;H319:38
158320,6-Fluoro-1-indanone,625-201-6,1481-32-9,Acute Tox. 4,Notified C&L,44,H302:38;H315:6;H335:5;H319:6
158321,"Dichloro(1,10-phenanthroline)copper(II)",625-202-1,14783-09-6,Acute Tox. 3;Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,39,H301:38;H318:38;H315:39;H335:38;H319:1
158322,4-Phenoxybenzonitrile,625-203-7,3096-81-9,Acute Tox. 4;Acute Tox. 4;Acute Tox. 4,Notified C&L,46,H332:46;H312:46;H302:46;H315:2;H319:2;H335:1
158323,7-Amino-2-methylchromone,625-204-2,30779-70-5,Eye Irrit. 2,Notified C&L,38,H319:38
158324,"2-Chloro-1,3-bis(2,6-diisopropylphenyl)-1,3,2-diazaphospholidine",625-205-8,314730-65-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H315:38;H335:38;H319:38
158325,"5-(4-Aminophenyl)-1,3,4-oxadiazole-2-thiol",625-206-3,32058-82-5,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H315:38;H335:38;H319:38;H302:38
158326,"(5R)-(+)-2,2,3-Trimethyl-5-benzyl-4-imidazolidinone monohydrochloride",625-207-9,323196-43-6,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H315:38;H335:38;H319:38
158327,Gadolinium(III) bromide hydrate,625-208-4,30010-20-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,42,H315:42;H335:42;H319:42
158328,Methyl 5-methoxy-3-pyridinecarboxylate,625-210-5,29681-46-7,Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,38,H318:38;H315:38;H335:38
158329,6-Methyl-4-nitropyridine-2-carbonitrile,625-211-0,30235-12-2,Acute Tox. 3;Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,38,H301:38;H318:38;H315:38;H335:38
158330,"6,13-Pentacenedione",625-212-6,3029-32-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H315:39;H335:38;H319:39
158331,7-Bromo-2-methylindole,625-213-1,302912-38-5,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H315:38;H335:38;H319:38
158332,3-(4-Fluorophenyl)-1H-pyrazole-4-carboxaldehyde,625-214-7,306936-57-2,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,44,H315:44;H335:43;H319:44;H312:1;H332:1;H302:1
158333,8-Chloro-2-methylquinoline,625-215-2,3033-82-7,Acute Tox. 4;Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,43,H318:38;H315:43;H335:43;H302:38;H319:5
158334,1-Methoxy-2-(2-nitroethenyl)-benzene,625-216-8,3316-24-3,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H315:39;H335:39;H319:39;H302:38
158335,4-Boc-1-(6-bromo-2-pyridyl)piperazine,625-217-3,331767-56-7,Acute Tox. 3,Notified C&L,38,H301:38
158336,"4,4'-Dipyridyl N,N'-dioxide hydrate",625-218-9,338950-86-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H315:38;H335:38;H319:38
158337,(-)-Pulegone,625-219-4,3391-90-0,Acute Tox. 4,Notified C&L,38,H302:38
158338,"(2R,4S)-4-hydroxypyrrolidine-2-carboxylic acid",625-221-5,3398-22-9,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Resp. Sens. 1;STOT SE 3,Notified C&L,39,H334:39;H315:39;H335:39;H319:39;H302:39
158339,3-Phenoxyphenylacetic acid,625-222-0,32852-81-6,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,44,H315:44;H335:44;H319:44
158340,9-Ethynylphenanthrene,625-223-6,32870-98-7,Eye Dam. 1;Aquatic Chronic 4,Notified C&L,38,H318:38;H413:38
158341,Thiobenzylacetimidate hydrochloride,625-224-1,32894-07-8,Eye Dam. 1,Notified C&L,42,H318:42
158342,Benzhydryl isothiocyanate,625-225-7,3550-21-8,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;Resp. Sens. 1;STOT SE 3,Notified C&L,43,H312:43;H334:38;H332:43;H315:39;H335:39;H319:39;H302:43;H314:4
158343,4-(4-Methoxyphenoxy)benzoic acid,625-226-2,3525-22-2,Acute Tox. 4;Skin Sens. 1;Aquatic Acute 1,Notified C&L,38,H400:38;H317:38;H302:38
158344,2-Chloro-6-methylbenzothiazole,625-227-8,3507-26-4,Acute Tox. 4;Eye Irrit. 2,Notified C&L,38,H319:38;H302:38
158345,"2,4-dimethoxy-6-methylbenzoic acid",625-228-3,3686-57-5,Acute Tox. 4;Eye Irrit. 2,Notified C&L,38,H319:38;H302:38
158346,5-Amino-2-(trifluoromethyl)benzimidazole,625-229-9,3671-66-7,Acute Tox. 3;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,44,H301:44;H315:43;H335:43;H319:43;H311:1
158347,Bis(norbornadiene)rhodium(I) tetrafluoroborate,625-230-4,36620-11-8,Skin Corr. 1B,Notified C&L,48,H314:42;H315:6;H335:6;H319:6;H302:7;H318:3;H290:2;H312:1;H332:2;H413:2;H228:2
158348,6-methylpyridin-3-amine,625-232-5,3430-14-6,Acute Tox. 4;Skin Irrit. 2;Eye Dam. 1;STOT SE 3,REACH registration C&L,46,H318:39;H315:45;H335:44;H302:40;H301:6;H311:6;H319:6;H332:1;H312:1
158349,3-Isopropylpyrazole-4-carboxylic acid,625-233-0,870704-28-2,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H315:39;H335:39;H319:39;H302:39
158350,6-Methyl-1H-indole,625-234-6,3420-02-8,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,42,H315:42;H335:41;H319:42
158351,1-Methyl-3-oxopiperazine,625-235-1,34770-60-0,Acute Tox. 4;Skin Irrit. 2;Skin Sens. 1;Eye Irrit. 2;STOT SE 3,Notified C&L,40,H315:40;H335:40;H317:40;H319:40;H302:40
158352,Calcium gluconate,625-236-7,3470-37-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H315:38;H335:38;H319:38
158353,"2-(4-Bromophenyl)imidazo[1,2-a]pyridine",625-237-2,34658-66-7,Acute Tox. 4;Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,43,H318:38;H315:43;H335:42;H302:38;H319:5
158354,2-Hydroxy-6-methyl-3-nitropyridine,625-238-8,39745-39-6,Acute Tox. 4;Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,39,H318:38;H315:39;H335:38;H302:38;H319:1
158355,4-Chlorobenzoin,625-239-3,39774-18-0,Acute Tox. 4,Notified C&L,38,H302:38
158356,4-Nitro-3-(trifluoromethyl)benzenesulfonyl chloride,625-240-9,39234-83-8,Skin Corr. 1B,Notified C&L,44,H314:44;H335:1;H319:1
158357,"5-Amino-2,4-dichlorophenol",625-241-4,39489-79-7,Acute Tox. 3;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H301:38;H315:38;H335:38;H319:38
158358,(1S)-(+)-Ketopinic acid,625-243-5,40724-67-2,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,41,H315:41;H335:40;H319:41
158359,4-Methylpyridine-2-carboxylic Acid,625-244-0,4021-08-3,Eye Irrit. 2,Notified C&L,42,H319:42;H315:4;H335:3
158360,trans-N-(2-Pyridylmethylene)aniline,625-245-6,40468-86-8,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H315:38;H335:38;H319:38;H302:38
