cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
305012,2-[(pyridin-4-yl)methanesulfonyl]acetic acid,858-488-3,933710-41-9,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H319:1;H335:1;H302:1;H315:1
305013,2-(cyclopentanesulfonyl)acetic acid,858-489-9,933730-84-8,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H319:1;H335:1;H302:1;H315:1
305014,3-cyclopropyl-3-fluoroazetidine hydrochloride,858-490-4,936548-77-5,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H319:1;H335:1;H315:1
305015,"1-oxo-1,2,3,4-tetrahydroisoquinoline-7-sulfonyl chloride",858-492-5,952424-09-8,Skin Corr. 1B;STOT SE 3,Notified C&L,1,H314:1;H335:1
305016,2-[2-(trifluoromethyl)pyridin-4-yl]acetic acid,858-493-0,1008737-00-5,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H319:1;H335:1;H315:1
305017,"2-methyl-5H,6H,7H,8H-imidazo[1,2-a]pyridin-6-amine",858-494-6,1099621-16-5,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H319:1;H335:1;H302:1;H315:1
305018,2-[(pyridin-2-yl)methanesulfonyl]acetic acid hydrochloride,858-495-1,1170033-71-2,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H319:1;H335:1;H302:1;H315:1
305019,"2,2,4-trimethylazetidine hydrochloride",858-496-7,1197627-45-4,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H319:1;H335:1;H315:1
305020,3-[(2-fluorophenyl)methyl]azetidine hydrochloride,858-497-2,1203685-13-5,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H319:1;H335:1;H302:1;H315:1
305021,N-[5-(aminomethyl)-2-methoxyphenyl]acetamide,858-498-8,1235440-86-4,Acute Tox. 4;Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,1,H335:1;H302:1;H315:1;H318:1
