cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
216609,Pentafluorophen(ol-d),685-860-0,105596-34-7,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H335:38;H319:38;H315:38
216610,"1,4-Diaminobutane-15N2 dihydrochloride",685-861-6,2747-92-4,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H335:38;H319:38;H315:38
216611,6-CHLORO-2-HYDROXYQUINOLINE,685-862-1,1810-67-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H335:38;H319:38;H315:38
216612,(Â±)-(E)-4-Ethyl-2-[(Z)-hydroxyimino]-5-nitro-3-hexen-1-yl-nicotinamide,685-863-7,162626-99-5,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H335:38;H319:38;H315:38
216613,(+-)-(E)-4-Ethyl-2-((e)-hydroxyimino)-5-nitro-3-hexenamide,685-864-2,138472-01-2,Acute Tox. 3,Notified C&L,39,H301:39
216614,Diphenyl-d10,685-865-8,1486-01-7,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,38,H410:38;H400:38;H319:38;H315:38;H335:38
216615,Melamine-d6,685-866-3,13550-89-5,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3;Carc. 2,Notified C&L,38,H351:38;H335:38;H319:38;H315:38
216616,4-Chlorobenzaldehyde dimethyl acetal,685-867-9,3395-81-1,Acute Tox. 4,Notified C&L,38,H302:38
216617,"5-Bromo-2,4-dihydroxybenzoic acid monohydrate",685-868-4,160348-98-1,Eye Irrit. 2,Notified C&L,38,H319:38
216618,Gadolinium(III) oxalate hydrate,685-870-5,100655-00-3,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,38,H332:38;H312:38;H319:38;H315:38;H302:38;H335:38
216619,Tetrakis(1-((4-alkyl(C11-C13)ph-sulfonyl)-(2R)-pyrrolidinecarboxylate)-di-Rh(II),685-871-0,179162-34-6,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H335:39;H319:39;H315:39
216620,Poly[4-vinylpyridinium poly(hydrogen fluoride)],685-872-6,79821-63-9,Skin Corr. 1B,Notified C&L,38,H314:38
216621,Chloroethylclonidine dihydrochloride,685-873-1,70107-07-2,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H335:38;H319:38;H315:38
216622,"1,4-DIAMINOBUTANE-2,2,3,3-D4 DIHYDRO-CHLORIDE",685-874-7,88972-24-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H335:38;H319:38;H315:38
216623,4-Nitrophenol potassium salt,685-875-2,1124-31-8,Acute Tox. 4;Acute Tox. 4;Acute Tox. 4;STOT RE 2,Notified C&L,39,H302:39;H332:39;H373:39;H312:39
216624,BRL 54443 maleate salt,685-876-8,1197333-54-2,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H335:38;H319:38;H315:38
216625,"4,5-Difluoro-2-methoxyphenylboronic acid",685-877-3,870777-32-5,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H335:38;H319:38;H315:38
216626,6-Bromochromone-3-propionic acid,685-878-9,870703-98-3,Acute Tox. 4;Eye Irrit. 2,Notified C&L,38,H302:38;H319:38
216627,"4-Butoxy-2,3,5,6-tetrafluorophenylboronic acid",685-879-4,871126-19-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3;Aquatic Chronic 4,Notified C&L,38,H413:38;H335:38;H319:38;H315:38
216628,N-Trifluoroacetyl-L-tyrosine methyl ester,685-881-5,1604-54-2,Acute Tox. 4,Notified C&L,38,H302:38
216629,[No public or meaningful name is available],685-882-0,93951-95-2,Skin Irrit. 2;Skin Sens. 1;Eye Irrit. 2;Aquatic Chronic 2,Notified C&L,38,H317:38;H319:38;H411:38;H315:38
216630,[No public or meaningful name is available],685-883-6,106032-59-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H335:38;H319:38;H315:38
216631,"1H-IMIDAZOLE-4,5-DICARBOXYLIC ACID DIAMIDE",685-884-1,83-39-6,Eye Irrit. 2,Notified C&L,38,H319:38
216632,3-((4-CHLOROPHENYL)THIO)-1-(4-METHOXYPHENYL)-3-(4-(METHYLTHIO)PH)-1-PROPANONE,685-885-7,303091-30-7,Aquatic Chronic 4,Notified C&L,38,H413:38
216633,Pyridine-d5 N-oxide,685-886-2,19639-76-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H335:38;H319:38;H315:38
216634,"N-(5-(2,3-DICHLOROBENZYL)-1,3-THIAZOL-2-YL)-3-PHENYLACRYLAMIDE",685-887-8,304895-55-4,Aquatic Chronic 4,Notified C&L,38,H413:38
216635,"ETHYL 2-[((2E)-2-CYANO-3-{5-[3-(TRIFLUOROMETHYL)PHENYL]-2-FURYL}-2-PROPENOYL)A MINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXYLATE",685-888-3,308096-48-2,Aquatic Chronic 4,Notified C&L,38,H413:38
