cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
161170,"1,2-BIS(2-IODOETHOXY)ETHANE",628-192-7,36839-55-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,40,H319:40;H315:40;H335:39
161171,4'-Chloro-3'-methylacetophenone,628-193-2,37074-39-8,Eye Dam. 1,Notified C&L,43,H318:39;H319:4;H315:4
161172,Phenylethynyltri-n-butyltin,628-194-8,3757-88-8,Acute Tox. 3;Skin Irrit. 2;Eye Irrit. 2;STOT RE 1;Aquatic Acute 1,Notified C&L,38,H301:38;H319:38;H372:38;H315:38;H400:38
161173,Phenylzinc bromide,628-195-3,38111-44-3,Skin Corr. 1B,Notified C&L,38,H314:38
161174,(-)-cis-Myrtanylamine,628-196-9,38235-68-6,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H315:38;H335:38
161175,Gadolinium(III) carbonate hydrate,628-197-4,38245-36-2,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H315:38;H335:38
161176,2-Isobutyrylcyclohexanone,628-199-5,39207-65-3,Acute Tox. 4;Eye Irrit. 2,Notified C&L,38,H319:38;H302:38
161177,4-Fluoro-2-nitrophenol,628-200-9,394-33-2,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,46,H319:46;H335:45;H302:46;H312:40;H315:46;H332:41
161178,3-(2-Furyl)acrolein,628-201-4,39511-08-5,Skin Corr. 1B;Eye Dam. 1,Notified C&L,38,H314:38;H318:38
161179,"2,4-Dimethoxybenzoyl chloride",628-203-5,39828-35-8,Skin Corr. 1B;Eye Dam. 1,Notified C&L,43,H314:43;H318:39;H302:1;H312:1;H332:1
161180,3-(tert-butoxy)-3-oxopropanoic acid,628-204-0,40052-13-9,Skin Corr. 1B;Acute Tox. 2,Notified C&L,51,H314:42;H330:42;H319:8;H315:9;H335:8;H302:2;H312:1;H332:1;H318:1
161181,3-Bromobenzylamine Hydrochloride,628-205-6,39959-54-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,45,H319:45;H315:45;H335:43
161182,2-Methylisonicotinic Acid,628-206-1,4021-11-8,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,44,H319:43;H315:43;H335:41;H332:2;H302:2;H312:1
161183,2-(3-Fluorophenyl)ethylamine,628-207-7,404-70-6,Skin Corr. 1B,Notified C&L,52,H314:52;H290:6;H318:2
161184,5-(4-Chlorophenyl)-2-furoic acid,628-208-2,41019-45-8,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H315:38;H335:38
161185,S-Alpine-Borane™ Alpine-Borane,628-209-8,42371-63-1,Pyr. Liq. 1,Notified C&L,38,H250:38
161186,Benzyloxyacetaldehyde diethyl acetal,628-210-3,42783-78-8,Acute Tox. 4,Notified C&L,38,H302:38
161187,"2,6-Dichloro-isonicotinoyl chloride",628-211-9,42521-08-4,Skin Corr. 1B;Eye Irrit. 2,Notified C&L,40,H314:40;H319:39;H318:1;H335:1;H302:1;H312:1;H332:1
161188,2-Amino-4-(trifluoromethyl)benzenethiol hydrochloride,628-212-4,4274-38-8,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,44,H319:39;H335:39;H302:43;H312:43;H315:39;H332:43;H314:5;H373:5;H317:5;H400:5
161189,"3-Methyl-1,3-pentadiene (cis- and trans- mixture)",628-214-5,4549-74-0,Flam. Liq. 2;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H319:39;H225:39;H315:39;H335:38
161190,1-Adamantyl Isocyanate,628-215-0,4411-25-0,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,41,H319:41;H335:41;H302:40;H312:39;H315:41;H332:40;H301:1;H331:1;H311:1
161191,Methyl trans-3-pentenoate,628-216-6,20515-19-9,Flam. Liq. 3,Notified C&L,38,H226:38
161192,6-Bromopicolinic Acid,628-217-1,21190-87-4,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,46,H319:46;H315:46;H335:45;H302:1
161193,2-Benzimidazolepropionic acid,628-218-7,23249-97-0,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,39,H319:38;H335:38;H302:39;H312:39;H315:38;H332:39
161194,Methyl 3-thiophenecarboxylate,628-219-2,22913-26-4,Skin Irrit. 2;Skin Sens. 1;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H317:38;H319:38;H315:38;H335:38
161195,1-Methyl-2-propenylmagnesium chloride,628-220-8,21969-32-4,Water-react. 2;Skin Corr. 1B,Notified C&L,38,H314:38;H261:38
161196,2-Fluoro-5-formylbenzonitrile,628-221-3,218301-22-5,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,42,H319:42;H335:41;H302:42;H312:42;H315:42;H332:42
161197,Barium isopropoxide,628-222-9,24363-37-9,Self-heat. 2;Acute Tox. 4;Acute Tox. 4,Notified C&L,42,H332:42;H252:42;H302:42;H314:4;H228:4
161198,"3,4-Dihydro-3-methyl-2(1H)-quinazolinone",628-223-4,24365-65-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H319:39;H315:39;H335:39
161199,Ethyl trans-4-bromocinnamate,628-225-5,24393-53-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,42,H319:42;H315:42;H335:42
161200,7-Chloro-4-hydrazinoquinoline,628-226-0,23834-14-2,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,38,H319:38;H335:38;H302:38;H312:38;H315:38;H332:38
161201,2-Fluorobenzenesulfonyl Chloride,628-227-6,2905-21-7,Skin Corr. 1B;Eye Dam. 1,Notified C&L,80,H314:80;H318:39;H302:33;H341:1;H290:1;H319:1;H335:1
161202,Nickel(II) bromide ethylene glycol dimethyl ether complex,628-228-1,28923-39-9,Flam. Sol. 1;Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,39,H319:39;H228:38;H335:39;H302:38;H312:38;H315:39;H332:38;H301:1;H350:1;H317:1;H334:1;H340:1
161203,2-Chloro-6-methyl-3-pyridinecarbonitrile,628-229-7,28900-10-9,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,44,H319:40;H335:44;H302:44;H312:40;H315:44;H332:39;H318:4
161204,"2,6-Dimethylphenyl isocyanate",628-230-2,28556-81-2,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,44,H319:44;H335:44;H302:39;H312:39;H315:44;H332:39;H301:5;H330:4;H334:4;H331:1
161205,"1,2-Bis(dichlorophosphino)ethane",628-231-8,28240-69-9,Skin Corr. 1B;Eye Dam. 1,Notified C&L,43,H314:43;H318:39
161206,Nickel(II) phthalocyanine-tetrasulfonic acid tetrasodium salt,628-232-3,27835-99-0,Skin Sens. 1,Notified C&L,38,H317:38
161207,4-(Hydroxymethyl)benzoic acid,628-233-9,3006-96-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,47,H319:47;H315:47;H335:46
161208,2-Bromo-3-hydroxy-4-methoxybenzaldehyde,628-234-4,2973-58-2,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H315:38;H335:38
161209,Methyl 5-Methoxysalicylate,628-236-5,2905-82-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H319:39;H315:39;H335:38
161210,2-Iodopyrazine,628-237-0,32111-21-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,46,H319:46;H315:46;H335:45
161211,2-methylpropane-2-sulfinyl chloride,628-238-6,31562-43-3,Flam. Liq. 3;Skin Corr. 1B,Notified C&L,40,H314:40;H226:40
161212,Tetrakis(ethylmethylamido)titanium(IV),628-239-1,308103-54-0,Flam. Liq. 2;Water-react. 1;Skin Corr. 1B,Notified C&L,38,H314:38;H225:38;H260:38
161213,"Hydrazinium, 1,1,1-trimethyl-, iodide (1:1)",628-240-7,3288-80-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3;Repr. 1B,Notified C&L,38,H360:38;H319:38;H315:38;H335:38
161214,2-Methoxyphenyl Isothiocyanate,628-241-2,3288-04-8,Skin Corr. 1B;STOT SE 3,Notified C&L,44,H314:44;H335:38;H332:5;H312:4;H302:5;H318:1
161215,(R)-(+)-1-Octyn-3-ol,628-242-8,32556-70-0,Acute Tox. 4;Acute Tox. 4;Acute Tox. 4,Notified C&L,42,H332:38;H312:38;H302:42
161216,Methyl Pipecolinate Hydrochloride,628-243-3,32559-18-5,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H319:39;H315:39;H335:38
161217,1-Methylindole-3-carboxylic acid,628-244-9,32387-21-6,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H319:39;H315:39;H335:39
161218,1-ethynyl-3-(trifluoromethyl)benzene,628-245-4,705-28-2,Flam. Liq. 2;Acute Tox. 4;Acute Tox. 4;Acute Tox. 4,Notified C&L,39,H332:39;H225:39;H312:39;H302:39
161219,5-Ethynyl-1-methyl-1H-imidazole,628-247-5,71759-92-7,Acute Tox. 4;Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,40,H318:40;H335:40;H315:40;H302:40
161220,Dimethylmalononitrile,628-248-0,7321-55-3,Acute Tox. 3;Acute Tox. 3;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 3;STOT SE 3,Notified C&L,39,H301:39;H319:39;H335:38;H331:39;H315:39;H311:39;H228:1
161221,"Phenol, 2,3-difluoro-",628-249-6,6418-38-8,Flam. Liq. 3;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,46,H319:40;H335:39;H226:38;H302:45;H315:40;H228:7;H314:5;H312:7;H332:3
161222,(4-Bromophenoxy)-tert-butyldimethylsilane,628-250-1,67963-68-2,Flam. Liq. 2;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H225:38;H315:38;H335:38
161223,(but-3-yn-1-yloxy)(tert-butyl)dimethylsilane,628-251-7,78592-82-2,Flam. Liq. 3;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,40,H319:40;H226:40;H315:40;H335:39
161224,NB-Enantride™ -Enantride,628-252-2,81572-37-4,Flam. Liq. 2;Water-react. 1;Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,38,H319:38;H335:38;H260:38;H302:38;H225:38;H315:38;H312:38;H332:38
161225,Pentadecylmagnesium bromide,628-253-8,78887-70-4,Water-react. 3;Skin Corr. 1B,Notified C&L,38,H314:38;H261:38
161226,2-Chloro-3-quinolinecarboxaldehyde,628-254-3,73568-25-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,45,H319:45;H315:45;H335:44
161227,"Bis(2,2,2-trifluoroethyl) methylphosphonate",628-255-9,757-95-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H315:38;H335:38
161228,1-tert-butyl-4-ethynylbenzene,628-256-4,772-38-3,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,46,H410:44;H400:43;H319:4;H335:4;H315:4
161229,1-Chloro-3-ethynylbenzene,628-258-5,766-83-6,Skin Irrit. 2,Notified C&L,41,H315:41;H319:3;H335:2
161230,3-Chloro-4-fluorobenzenesulfonyl Chloride,628-259-0,91170-93-3,Skin Corr. 1B;Eye Dam. 1,Notified C&L,48,H314:48;H318:39;H290:1;H319:1;H335:1
161231,"Magnesium, bromo(pentafluorophenyl)-",628-260-6,879-05-0,Skin Corr. 1B;Eye Dam. 1,Notified C&L,39,H314:39;H318:38;H335:1;H225:1;H302:1
161232,1-Pyrenemethylamine hydrochloride,628-261-1,93324-65-3,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H315:38;H335:38
161233,"Bis(2,2,2-trifluoroethyl) Phosphite",628-262-7,92466-70-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H319:39;H315:39;H335:38
161234,Di-t-butylphosphine,628-263-2,819-19-2,Flam. Liq. 2;Pyr. Liq. 1;Skin Corr. 1B,Notified C&L,53,H314:53;H225:38;H250:53;H318:1;H302:1;H312:1
161235,Diisopropyl (S)-(-)-malate,628-264-8,83541-68-8,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,42,H319:42;H315:42;H335:42
161236,1-Chloro-2-ethynylbenzene,628-265-3,873-31-4,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,46,H319:46;H315:46;H335:45
161237,Butyltrimethylammonium Bis(trifluoromethanesulfonyl)imide,628-266-9,258273-75-5,Acute Tox. 3;Acute Tox. 3;Skin Corr. 1B,Notified C&L,41,H301:39;H314:39;H311:39;H319:2;H315:2;H335:1
161238,"1-(3-Bromopropyl)-2,2,5,5-tetramethyl-1-aza-2,5-disilacyclopentane",628-267-4,95091-93-3,Flam. Liq. 3,Notified C&L,39,H226:39
161239,Oxacyclotridecan-2-one,628-269-5,947-05-7,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H315:38;H335:38
161240,DL-Cysteine hydrochloride hydrate,628-270-0,96998-61-7,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,39,H319:39;H315:39;H335:1
161241,Europium(III) trifluoromethanesulfonate,628-271-6,52093-25-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,42,H319:42;H315:42;H335:42
161242,Gadolinium(III) trifluoromethanesulfonate,628-272-1,52093-29-5,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H315:38;H335:38
161243,2-(2-Fluorophenyl)ethylamine,628-273-7,52721-69-4,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,43,H319:39;H315:40;H335:40;H314:3;H318:3
161244,1-(bromomethyl)-4-(trifluoromethoxy)benzene,628-274-2,50824-05-0,Skin Corr. 1B;Eye Dam. 1,Notified C&L,47,H314:47;H318:40;H319:2;H335:1;H290:1
161245,2-Nitrocyclohexanone,628-275-8,4883-67-4,Acute Tox. 4;Eye Irrit. 2,Notified C&L,39,H319:39;H302:39
161246,"Phosphonic acid, (1,1-dimethylethyl)-",628-276-3,4923-84-6,Skin Corr. 1B;Eye Dam. 1,Notified C&L,38,H314:38;H318:38
161247,"1H-Pyrrolo[3,4-c]pyridine-1,3(2H)-dione",628-277-9,4664-01-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,44,H319:44;H315:44;H335:44;H302:1;H312:1;H332:1
161248,Cyclopentyl Isocyanate,628-278-4,4747-71-1,Flam. Liq. 3;Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;Resp. Sens. 1;STOT SE 3,Notified C&L,40,H319:40;H226:40;H335:40;H302:40;H312:40;H315:40;H334:40;H332:39;H330:1
161249,1-(isocyanatomethyl)-4-methoxybenzene,628-280-5,56651-60-6,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;Resp. Sens. 1;STOT SE 3,Notified C&L,41,H319:41;H335:41;H302:41;H312:41;H315:41;H334:41;H332:41
161250,"2,4,5-TRICHLOROPYRIMIDINE",628-281-0,5750-76-5,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,52,H319:46;H315:46;H335:45;H314:6
161251,"1,2,2,6,6-Pentamethyl-4-piperidone",628-282-6,5554-54-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H315:38;H335:38
161252,9-Bromo-9-phenyl-9H-fluorene,628-283-1,55135-66-5,Skin Corr. 1B;Eye Dam. 1,Notified C&L,45,H314:45;H318:39
161253,Bromoiodomethane,628-284-7,557-68-6,Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,38,H318:38;H335:38;H315:38
161254,4-Bromopiperidine Hydrobromide,628-285-2,54288-70-9,Eye Irrit. 2,Notified C&L,40,H319:40;H315:2;H335:1
161255,6-Methoxy-2-pyridinecarboxaldehyde,628-286-8,54221-96-4,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Resp. Sens. 1;STOT SE 3,Notified C&L,44,H319:44;H335:43;H302:39;H315:44;H334:39
161256,4-Benzyloxy-2(1H)-pyridone,628-287-3,53937-02-3,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,43,H319:43;H315:43;H335:43
161257,4-Iodo-2-methylphenol,628-288-9,60577-30-2,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H315:38;H335:38
161258,Benzyl 4-Bromobutyl Ether,628-289-4,60789-54-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H319:39;H315:39;H335:38
161259,Cyclohexanepentanoic acid,628-291-5,5962-88-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H315:38;H335:38
161260,Yttrium(III) carbonate hydrate,628-292-0,5970-44-5,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H315:38;H335:38
161261,"3,4,5-Trimethoxybenzaldehyde dimethyl acetal",628-293-6,59276-37-8,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H315:38;H335:38
161262,(Acetylethynyl)trimethylsilane,628-294-1,5930-98-3,Flam. Liq. 3;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,41,H319:40;H226:40;H315:40;H335:39;Not classified:1
161263,4'-Hydroxy-4-biphenylcarboxylic acid,628-295-7,58574-03-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,44,H319:44;H315:44;H335:43
161264,trans-1-Bromo-1-propene,628-296-2,590-15-8,Flam. Liq. 2;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H319:38;H225:38;H315:38;H335:38
161265,"(Â±)-2,3-Dibromobutane",628-297-8,5780-13-2,Eye Irrit. 2,Notified C&L,38,H319:38
161266,1-Cyclohexene-1-carboxylic Acid,628-298-3,636-82-8,Skin Corr. 1B;Eye Dam. 1,Notified C&L,44,H314:42;H318:38;H319:2;H315:2;H335:1
161269,Diethyl (Methylthiomethyl)phosphonate,628-299-9,28460-01-7,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,43,H319:43;H315:43;H335:38
161270,3-Bromobenzenesulfonyl Chloride,628-300-2,2905-24-0,Skin Corr. 1B;Eye Dam. 1,Notified C&L,47,H314:47;H318:39;H319:1;H335:1;H332:1;H312:1;H302:1;H290:1
161271,2-Bromo-benzenesulfonyl chloride,628-301-8,2905-25-1,Skin Corr. 1B;Eye Dam. 1,Notified C&L,47,H314:47;H318:40;H290:1
