cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
292638,"Co-crystal of 4-bromo-2-isopropylphenol and 1,4-diazabicyclo[2.2.2]octane (2:1)",951-515-0,,Skin Irrit. 2;Skin Sens. 1;Eye Irrit. 2,REACH registration C&L,1,H317:1;H315:1;H319:1
292639,"Ethyl 5-chloro-3-(methylthio)-1,2,4-triazine-6-carboxylate",846-829-9,75824-03-2,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292640,2-FLUORO-A-METHYL-3-PYRIDINEMETHANOL,846-830-4,79574-61-1,Acute Tox. 4;Skin Irrit. 2;STOT SE 3,Notified C&L,1,H315:1;H302:1;H335:1
292641,organo phosphate,951-516-6,,Acute Tox. 4,Notified C&L,1,H312:1
292642,bis(diethyldithiocarbamate)sulfido tungsten(VI) disulfide,951-517-1,,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3;Aquatic Chronic 4,Notified C&L,1,H413:1;H315:1;H319:1;H335:1
292645,"5,6-Dichloro-[1,2,5]oxadiazolo[3,4-b]pyrazine",846-832-5,153493-48-2,Acute Tox. 4;Skin Irrit. 2;STOT SE 3,Notified C&L,1,H315:1;H302:1;H335:1
292646,4-Chlorobutyl acrylate,846-833-0,2206-87-3,Skin Sens. 1B;Aquatic Chronic 2,Notified C&L,1,H411:1;H317:1
292647,"2-Bromo-(2',7'-di-tert-butyl)-9,9'-spirobifluorene",846-834-6,393841-81-1,Not Classified,REACH registration C&L,2,Not classified:2
292648,"2-Propenoic acid, 2-methyl-, 2-ethylhexyl ester, polymer with α-(2-methyl-1-oxo-2-propen-1-yl)-ω-hydroxypoly(oxy-1,2-ethanediyl)",846-835-1,1181828-10-3,Skin Sens. 1B,Notified C&L,1,H317:1
292649,QUATERNARY AMMONIUM POLYDIMETHYLSILOXANE,951-520-8,,Eye Dam. 1,Notified C&L,1,H318:1
292650,"(4S,5R)-(-)-4-Methyl-5-phenyl-2-oxazolidinone",846-836-7,16251-45-9,Not Classified,Notified C&L,2,Not classified:1;H315:1;H319:1;H335:1
292651,"Hydrocarbons, C10 aromatics, <1% naphthalene",951-521-3,,Asp. Tox. 1;STOT SE 3;Aquatic Chronic 2,Notified C&L,89,H304:89;H336:89;H411:89
292654,"5-nitro-2,3-dihydro-1,3-benzothiazol-2-one",846-839-3,62386-22-5,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,2,H315:2;H302:2;H319:2;H335:2
292655,"ethyl 6-bromo-2-methylpyrazolo[1,5-a]pyrimidine-3-carboxylate",846-840-9,96319-36-7,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292656,"4-methyl-2-(1,3-thiazolidine-3-carbonyl)morpholine",846-841-4,2195162-69-5,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Dam. 1;Acute Tox. 4;STOT SE 3,Notified C&L,1,H315:1;H318:1;H312:1;H302:1;H332:1;H335:1
292657,decahydro-1H-cyclohepta[c]pyridine hydrochloride,846-843-5,2225146-48-3,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
292658,3-chloro-1-benzothiophen-6-amine hydrochloride,951-522-9,,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292659,"3-(1-aminopropan-2-yl)-1,3-oxazolidin-2-one trifluoroacetate",951-523-4,,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292660,"tert-butyl N-[(3S,5S)-5-methylpiperidin-3-yl]carbamate",846-844-0,951163-61-4,Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,1,H315:1;H318:1;H335:1
292661,"4-(1,1-difluoroethyl)aniline hydrochloride",951-525-5,,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292662,"methyl 2-[3-(tetramethyl-1,3,2-dioxaborolan-2-yl)pyridin-2-yl]acetate",951-526-0,,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292663,"[1-(2,4-difluorophenyl)-3-ethoxypropan-2-yl](methyl)amine hydrochloride",951-527-6,,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292664,3-fluoro-2-methyl-4-(trifluoromethyl)aniline hydrochloride,951-528-1,,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;Acute Tox. 4;STOT SE 3,Notified C&L,2,H315:2;H312:2;H302:2;H319:2;H332:2;H335:2
292665,(2-bromoethyl)(methyl)(propan-2-yl)amine hydrobromide,846-845-6,89599-72-4,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
292666,"1-(2,4-difluorophenyl)-1H-1,2,4-triazol-5-amine",846-846-1,1250089-60-1,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292667,2-[(tert-butoxy)carbonyl]-octahydro-1H-isoindole-5-carboxylic acid,846-847-7,1427432-25-4,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
292668,(2S)-3-(4-hydroxyphenyl)-2-[2-(methylamino)acetamido]propanoic acid hydrochloride,951-529-7,,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
292669,"2-{1H-pyrazolo[3,4-b]pyridin-3-yl}ethan-1-amine dihydrochloride",951-530-2,,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292670,"5-phenyl-1H-1,2,3-triazole-4-carboxylic acid",846-848-2,830-78-4,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
292671,"4-(2,3,4-trimethylpentan-2-yl)phenol",846-849-8,59048-98-5,Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,1,H315:1;H318:1;H335:1
292672,(7H-purin-6-yl)methanamine,846-850-3,98141-15-2,Acute Tox. 4;Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,1,H315:1;H302:1;H318:1;H335:1
292673,2-bromo-3-iodoprop-1-ene,846-851-9,111036-04-5,Flam. Liq. 3;Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Skin Sens. 1;Eye Dam. 1;Acute Tox. 4;STOT SE 3,Notified C&L,1,H315:1;H318:1;H226:1;H312:1;H302:1;H332:1;H335:1;H317:1
292674,"(1-methyl-1,2,3,4-tetrahydroquinolin-8-yl)methanol",846-852-4,112646-50-1,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292675,"ethyl furo[2,3-c]pyridine-2-carboxylate",846-854-5,138173-83-8,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292676,2-carbamoyl-2-methylbutanoic acid,846-855-0,854850-63-8,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
292677,3-(2-methanesulfonylethoxy)pyridin-2-amine,846-856-6,1178934-00-3,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292678,"3-(2,4-difluorophenyl)pyridin-4-amine",846-857-1,1258613-25-0,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292679,"2-(5,6-dimethoxy-1H-1,2,3-benzotriazol-1-yl)acetic acid",846-858-7,1267590-23-7,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292680,4-chloro-7-fluoro-6-methoxy-2-methylquinazoline,846-859-2,1444348-44-0,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292681,2-(oxan-3-yloxy)acetic acid,846-860-8,1555624-29-7,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
292682,"4-bromo-2-ethynyl-1,3-thiazole",846-861-3,2284094-92-2,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
292683,4-(4-chlorophenyl)-4-oxobutanenitrile,846-862-9,40394-87-4,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;Acute Tox. 4;STOT SE 3,Notified C&L,1,H315:1;H312:1;H302:1;H319:1;H332:1;H335:1
292684,"6-phenyl-2,3,4,5-tetrahydropyridine",846-863-4,57050-07-4,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;Acute Tox. 4;STOT SE 3,Notified C&L,1,H315:1;H312:1;H302:1;H319:1;H332:1;H335:1
292685,4-[(propan-2-yl)carbamoyl]butanoic acid,846-865-5,59481-43-5,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
292686,"5-acetyl-2,3-dihydro-1H-indol-2-one",846-866-0,64483-69-8,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1,H315:1;H302:1;H319:1;H335:1
292687,"2-(chloromethyl)-5-(4-chlorophenyl)-1,3-oxazole",846-867-6,64640-12-6,Acute Tox. 4;Skin Corr. 1B;STOT SE 3,Notified C&L,1,H314:1;H302:1;H335:1
292688,"2-(chloromethyl)-5-(2-chlorophenyl)-1,3-oxazole",846-868-1,64640-16-0,Acute Tox. 4;Skin Irrit. 2;Skin Sens. 1;Eye Dam. 1;STOT SE 3,Notified C&L,1,H315:1;H318:1;H302:1;H335:1;H317:1
292689,2-(4-methylphenyl)propanenitrile,846-869-7,75920-45-5,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;Acute Tox. 4;STOT SE 3,Notified C&L,1,H315:1;H312:1;H302:1;H319:1;H332:1;H335:1
292690,(3-aminoadamantan-1-yl)methanol,846-870-2,80088-74-0,Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,1,H315:1;H318:1;H335:1
292691,5-(propan-2-yl)pyrimidin-2-amine,846-871-8,98432-17-8,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2A;Acute Tox. 4;STOT SE 3,Notified C&L,1,H315:1;H312:1;H302:1;H319:1;H332:1;H335:1
