cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
14622,Decan-3-one,213-183-9,928-80-3,Not Classified,Notified C&L,88.0,Not classified:88
14623,"2-[difluoro(methoxy)methyl]-1,1,1,3,3,3-hexafluoropropane",609-534-4,382-26-3,Acute Tox. 3;Acute Tox. 3;Acute Tox. 3,Notified C&L,3.0,H331:1;H301:2;H311:1;H225:1;H330:1;H350:1;H317:1
14625,2-chloro-6-nitrobenzoic acid,226-287-4,5344-49-0,Acute Tox. 4;Eye Irrit. 2,Notified C&L,44.0,H302:39;H319:44;H335:6;H315:6
14629,6-(pentylthio)-1H-purine,226-638-1,5443-89-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38.0,H335:38;H315:38;H319:38
14630,Sodium α-bromo-p-toluenesulphonate,250-898-5,32014-22-5,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1.0,H335:1;H315:1;H319:1
14632,N4-Benzoylcytidine,603-444-9,13089-48-0,Not Classified,REACH registration C&L,2.0,Not classified:2
14636,"3,4-dichlorostyrene",218-023-1,2039-83-0,,Notified C&L,1.0,H335:1;H315:1;H319:1
14637,"Bis(2-ethylhexyl) hydrogen phosphate, triethylammonium salt",925-551-2,,Acute Tox. 4;Skin Irrit. 2;Eye Dam. 1;STOT SE 3,Notified C&L,83.0,H335:83;H318:83;H302:83;H315:83
14638,Diethylstilbestrol,200-278-5,56-53-1,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3;Carc. 1B;Repr. 1B;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,44.0,H360:41;H410:39;H350:39;H315:39;H319:39;H335:39;H400:39;H301:3;H330:3;H351:2
14639,"2,4,6-trihydroxybenzaldehyde",207-663-7,487-70-7,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,45.0,H335:44;H315:45;H319:45
14643,"2-Naphthalenesulfonic acid, 5-[2-(5-chloro-4-methyl-2-sulfophenyl)diazenyl]-6-hydroxy-, strontium salt (1:1)",606-370-5,197566-87-3,Not Classified,Notified C&L,11.0,Not classified:11
14644,diethyl (1-cyano-3-methylbutyl)malonate,606-069-9,186038-82-4,Eye Irrit. 2B;Aquatic Chronic 2,Notified C&L,29.0,H411:29;H320:29
14650,3-(4-chlorophenoxy)propionic acid,221-932-6,3284-79-5,Skin Irrit. 2;Eye Irrit. 2A;STOT SE 3,Notified C&L,1.0,H335:1;H315:1;H319:1
14652,"Pentane-2,3-dione",209-984-8,600-14-6,Flam. Liq. 2;Skin Sens. 1;Eye Dam. 1;STOT RE 2,Notified C&L,1607.0,H317:1423;H318:1422;H225:1606;H373:1474;H332:52;H315:102;H319:101;H335:100;H411:1;H301:1;H314:1;H302:1
14656,"2-[[4-[[4-[[(2,3-dichloro-6-quinoxalinyl)carbonyl]amino]-5-sulpho-1-naphthyl]azo]-7-sulpho-1-naphthyl]azo]benzene-1,4-disulphonic acid, lithium sodium salt",280-398-2,83399-85-3,Skin Sens. 1,Notified C&L,9.0,H317:9
14663,4-amino-2-(trifluoromethyl)benzonitrile,700-293-1,654-70-6,Not Classified,REACH registration C&L,62.0,Not classified:3;H317:43;H302:50;H301:9;H330:7;H311:11;H319:14;H315:14;H335:7;H331:5;H332:2;H312:2
14664,"1,2,4-Trichloro-5-iodobenzene",925-152-3,7145-82-6,,Notified C&L,4.0,H335:4;H315:4;H319:4
14667,Natural gas,232-343-9,8006-14-2,Flam. Gas 1,Notified C&L,115.0,H220:103;H280:63;H224:12;H281:13;H361:9;H412:12;H332:12;H350:7;H340:7;H336:3
14668,Sodium [4-(dimethylamino)-2-methylphenyl]phosphinate,209-391-4,575-75-7,STOT RE 2,Notified C&L,35.0,H373:35
14669,Cytidine 5'-(dihydrogen phosphate),213-849-9,1032-65-1,Not Classified,Notified C&L,2.0,Not classified:1;H332:1;H302:1;H312:1
14670,"Cyclohexanemethanamine, 5-amino-1,3,3-trimethyl-, reaction products with 2,2'-[1,6-hexanediylbis(oxymethylene)]bis[oxirane]",291-131-4,90341-98-3,Acute Tox. 4;Acute Tox. 4;Skin Corr. 1;Skin Sens. 1;Eye Dam. 1;Aquatic Chronic 3,Notified C&L,1.0,H318:1;H314:1;H317:1;H412:1;H312:1;H302:1
14671,Tripotassium citrate,212-755-5,866-84-2,Not Classified,REACH registration C&L,446.0,Not classified:424;H335:18;H315:18;H319:18;H302:4;H314:4
14672,"2-bromo-3,4-dihydronaphthalen-1(2H)-one",237-154-5,13672-07-6,Acute Tox. 4;Skin Irrit. 2,Notified C&L,39.0,H302:39;H315:39;H335:1;H319:1
14675,"3,4-dimethylbenzonitrile",245-293-8,22884-95-3,Acute Tox. 4;Eye Irrit. 2,Notified C&L,46.0,H302:45;H319:44;H335:4;H315:4;H332:1;H312:1;H412:1
14677,Calcium disulphamate,237-399-8,13770-92-8,Eye Irrit. 2,REACH registration C&L,85.0,H319:85
14678,Chromium copper oxide,234-335-0,11104-65-7,Ox. Sol. 1;STOT SE 3,Notified C&L,10.0,H271:10;H335:10
14679,"Bis[(5-ethyl-2-methyl-1,3,2-dioxaphosphorinan-5-yl)methyl] methyl phosphonate P,P'-dioxide",255-902-9,42595-45-9,Not Classified,Notified C&L,96.0,Not classified:96
14683,"3,4-dimethoxy-N-methylphenethylamine",222-483-9,3490-06-0,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,130.0,H335:129;H315:130;H319:130
14684,"7-amino-4-hydroxy-3-[[4-[(4-sulphophenyl)azo]phenyl]azo]naphthalene-2-sulphonic acid, compound with 2,2',2''-nitrilotriethanol (1:2)",265-016-4,64683-40-5,Not Classified,REACH registration C&L,91.0,Not classified:91
14687,"2,2-dioctyl-1,3,2-oxathiastannolan-5-one",239-581-2,15535-79-2,Acute Tox. 4;STOT SE 2,Notified C&L,17.0,H371:14;H302:14;H372:2;H413:3;H361:2;H373:1
14690,"3,3'-(oxydimethanediyl)bis(3-ethyloxetane)",444-140-4,,Acute Tox. 4;Aquatic Chronic 3,REACH registration C&L,11.0,H302:11;H412:11
14691,Perfluamine,206-420-2,338-83-0,Acute Tox. 4;Acute Tox. 3;Eye Irrit. 2,REACH registration C&L,2.0,H319:1;H302:1;H311:1;Not classified:1
14692,"3,5,5-trimethylhexyl methacrylate",236-621-0,13453-03-7,,Notified C&L,1.0,H335:1;H315:1;H319:1
14693,"Silane, chlorodimethyloctyl-, hydrolysis products with silica",271-543-0,68584-80-5,Eye Irrit. 2,Notified C&L,39.0,H319:39;H335:1;H315:1
14694,"Ethanol, 1,1'-[2-butyne-1,4-diylbis(oxy)]bis [2,2,2-trichloro- (9CI)",607-754-5,25600-48-0,Acute Tox. 4;Acute Tox. 4;Acute Tox. 4,Notified C&L,1.0,H332:1;H302:1;H312:1
14697,4-ethylcyclohexanol,224-878-1,4534-74-1,Eye Irrit. 2,Notified C&L,38.0,H319:38
14699,"Kerosine (petroleum), sweetened;Kerosine - unspecified;[A complex combination of hydrocarbons obtained by subjecting a petroleum distillate to a sweetening process to convert mercaptans or to remove acidic impurities. It consists predominantly of hydrocarbons having carbon numbers predominantly in the range of C",294-799-5,91770-15-9,Asp. Tox. 1,Harmonised C&L,0.0,H304:0
14702,"(+/-)-1,2-Diphenylethylenediamine",605-438-1,16635-95-3,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,2.0,H315:2;H319:2;H302:1
14703,"1,2,4-trimethylcyclohexane",218-783-4,2234-75-5,Flam. Liq. 2;Acute Tox. 4;Eye Irrit. 2;Aquatic Acute 1,Notified C&L,40.0,H302:38;H225:40;H319:38;H400:38;H304:1
14704,3-methylcyclopentadec-4-en-1-one,253-015-1,36399-15-2,Skin Sens. 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,1286.0,H317:1286;H410:1286;H400:1286
14707,C.I. Reactive Yellow 160,603-372-8,129898-77-7,Not Classified,Notified C&L,20.0,Not classified:20
14709,Isopropyl isobutyrate,210-517-5,617-50-5,Not Classified,Notified C&L,131.0,Not classified:90;H225:41
14710,Chlorotripropylsilane,213-624-5,995-25-5,Skin Corr. 1A;STOT SE 3,Notified C&L,42.0,H335:38;H314:42
14713,1-(N-ACETYLSULFANILYL)UREA,608-186-0,2828-63-9,Acute Tox. 4,Notified C&L,38.0,H302:38
14716,C.I. Acid Red 357,612-775-8,61951-36-8,Not Classified,Notified C&L,3.0,Not classified:2;H411:1;H319:1
