cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
50357,Sodium methanesulphinate,243-669-6,20277-69-4,Acute Tox. 4,Notified C&L,49,H302:48;H332:4;H312:3;H315:3;H319:3;H351:1;H335:2
50358,"Formaldehyde, telomer with 1,3-benzenedimethanamine, 1,3-benzenediol and ethenylbenzene",615-240-7,710292-85-6,Skin Sens. 1B;Aquatic Acute 2;Aquatic Chronic 2,REACH registration C&L,74,H411:3;H401:3;H317:3;Not classified:71
50361,"Hexamethylene diisocyanate, oligomers, reaction products with 3-methoxypropylamine and ethylenediamine",925-601-3,,Not Classified,Notified C&L,83,Not classified:83
50363,Terbutaline sulphate,245-386-3,23031-32-5,Repr. 2,Notified C&L,44,H361:41;H373:3;H302:4;H332:3;H317:2;H334:2
50372,Bromopentafluorobenzene,206-449-0,344-04-7,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,51,H315:51;H319:51;H335:49;H332:1;H302:1;H312:1
50377,"(2S-cis)-3-acetoxy-5-[2-(dimethylamino)ethyl]-2,3-dihydro-2-(4-methoxyphenyl)-1,5-benzothiazepin-4(5H)-one monohydrochloride",251-443-3,33286-22-5,Acute Tox. 4,Notified C&L,118,H302:117;H315:7;H319:7;H412:6;H361:11;H311:7;H301:1;H411:1;H335:1;H362:4;H351:1;H318:1;H317:1;H360:2
50378,[(chloromethyl)sulphonyl]benzene,230-581-8,7205-98-3,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,40,H315:40;H319:40;H335:39
50382,2-nitrobenzonitrile,210-301-0,612-24-8,Acute Tox. 4;Acute Tox. 4,Notified C&L,43,H302:38;H332:38;H300:4;H311:5;H315:1;H319:1;H331:1;H301:1
50385,2-(p-bromophenoxy)ethanol,252-181-2,34743-88-9,Acute Tox. 4,Notified C&L,40,H302:40
50386,Promethazine,200-489-2,60-87-7,Acute Tox. 4;Skin Sens. 1;Eye Dam. 1;Aquatic Chronic 2,REACH registration C&L,53,H411:6;H302:53;H317:5;H318:6;H319:9;H410:9;H332:2;H312:2
50387,Bromopropylate,242-070-7,18181-80-1,Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,134,H400:89;H410:89;H315:45;H319:4
50388,Diethyl(2-hydroxyethyl)ammonium acetate,237-216-1,13695-28-8,Skin Irrit. 2;Skin Sens. 1;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1;H317:1
50391,"Solvent naphtha (petroleum), light arom.;Low boiling point naphtha - unspecified;[A complex combination of hydrocarbons obtained from distillation of aromatic streams. It consists predominantly of aromatic hydrocarbons having carbon numbers predominantly in the range of C",265-199-0,64742-95-6,Asp. Tox. 1;Muta. 1B;Carc. 1B,Harmonised C&L,0,H350:0;H304:0;H340:0
50397,Indometacin,200-186-5,53-86-1,Acute Tox. 2;Skin Sens. 1;Repr. 1B,REACH registration C&L,222,H300:186;H360:83;H317:82;H373:35;H413:35;H318:35;H335:35;H336:35;H301:36;H341:5;H310:5;H334:7;H361:5;H412:2;H362:4;H372:2;H311:2;H411:1
50400,"Fatty acids, C16-22, compds. with triethanolamine",271-956-6,68647-51-8,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,61,H315:59;H319:59;Not classified:2
50402,"Benzenepropanoic acid, β-amino-3-fluoro-, (βS)-",615-753-6,723284-79-5,,Notified C&L,5,H315:5;H319:5;H335:5;H332:1;H302:1;H312:1
50403,2-diisopropylaminoethanol,202-536-2,96-80-0,Acute Tox. 4;Acute Tox. 3;Skin Corr. 1B;Acute Tox. 3;STOT SE 3;Aquatic Chronic 3,REACH registration C&L,158,H412:111;H314:158;H302:158;H311:158;H331:75;H335:6;H332:83;H318:83
50405,"N,N-bis(2-ethylhexyl)-1H-benzotriazole-1-methylamine",279-446-5,80301-64-0,Skin Irrit. 2;Skin Sens. 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,129,H315:129;H410:124;H400:129;H317:129;H411:5
50407,Germanium tetrabutanolate,246-595-2,25063-27-8,Acute Tox. 4;Acute Tox. 4,Notified C&L,42,H302:38;H312:38;H315:4;H319:4
50408,Oestr-4-en-17-one,222-878-6,3646-28-4,Acute Tox. 4;Acute Tox. 4;Acute Tox. 4;Carc. 2;Repr. 1B,Notified C&L,16,H332:16;H360:16;H350:16;H302:16;H312:16
50412,3-methylpentyl acetate,252-785-6,35897-13-3,Flam. Liq. 3,Notified C&L,1,H226:1
50413,"3,4,5-Trifluor-4'-(4-trans-pentylcyclohexyl)-[1,1'-biphenyl]",603-995-5,137019-95-5,Aquatic Chronic 4,Notified C&L,1,Not classified:1;H413:1
50414,"4,4'(4-(4-methoxyphenyl)-1,3,5-triazin-2,4-diyl)bisbenzene-1,3-diol",444-500-0,1440-00-2,Aquatic Chronic 3,Harmonised C&L,0,H412:0
50416,"Butanedioic acid, 2,3-bis(benzoyloxy)-, (2R,3R)-, compd. with (2S)-3-(dimethylamino)-1-(3-methoxyphenyl)-2-methyl-1-propanone (1:1)",617-656-4,850222-41-2,Acute Tox. 4;Skin Irrit. 2;Skin Sens. 1;Eye Irrit. 2;Aquatic Chronic 2,REACH registration C&L,4,H315:4;H319:4;H411:4;H302:4;H317:4
50421,"(±)-2-[4-[3-[[4-benzamido-5-(dipropylamino)glutaryl]oxy]propyl]-1-piperazinyl]ethyl 1-(p-chlorobenzoyl)-5-methoxy-2-methyl-1H-indole-3-acetate, compound with maleic acid (1:2)",261-656-3,59209-40-4,Acute Tox. 3;Aquatic Acute 1,Notified C&L,1,H400:1;H301:1
50425,"2,4-di-tert-pentylphenol",204-439-0,120-95-6,Acute Tox. 4;Skin Corr. 1B;Aquatic Chronic 2,REACH registration C&L,87,H411:2;H302:87;H314:24;H319:63;H400:40;H318:22;H410:25;H315:21
50432,2-(4-aminophenyl)ethanol,203-174-8,104-10-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,42,H315:42;H319:42;H335:41;H302:1
50433,"Residues, calcium sulfate-contg., flue gas wet desulfurization neutralization",302-652-4,94114-19-9,Not Classified,Notified C&L,2,Not classified:2
50436,"Fatty acids, C16-18, Et esters",292-945-2,91031-43-5,Not Classified,Notified C&L,7,Not classified:7
50437,"Benzenesulfonic acid, 3-[2-[2-(acetylamino)-4-aminophenyl]diazenyl]-, sodium salt (1:1)",616-504-4,77804-86-5,Not Classified,Notified C&L,83,Not classified:83
50438,"Ethyl 2,3,6-trimethylcyclohexyl carbonate",301-136-6,93981-50-1,Not Classified,Notified C&L,114,Not classified:114
50441,1-(methylamino)anthraquinone,201-417-2,82-38-2,Not Classified,REACH registration C&L,2217,Not classified:2162;H315:54;H319:54;H335:53;H413:1
50443,Hex-2-yn-1-ol,212-128-6,764-60-3,Acute Tox. 4,Notified C&L,39,H302:39;H318:1;H226:1
50447,"1,4-dibromotetrafluorobenzene",206-448-5,344-03-6,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,46,H315:46;H319:46;H335:45
50450,"2-Propenoic acid, 1,1'-[2-ethyl-2-[[2-hydroxy-3-[(1-oxo-2-propen-1-yl)oxy]propoxy]methyl]-1,3-propanediyl]bis[oxy(2-hydroxy-3,1-propanediyl)] ester",616-302-6,76185-15-4,Not Classified,Notified C&L,1,Not classified:1
50451,"Hexa-1,5-diyne",211-029-5,628-16-0,,Notified C&L,6,H411:4;H304:5;H225:6;H336:4;H315:1;H319:1
50453,1-nitro-2-naphthylamine,210-121-2,606-57-5,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,38,H315:38;H319:38;H335:38
50455,"Diethyl[2-[2-[(1-phenylcyclopentyl)formyloxy]ethoxy]ethyl]ammonium dihydrogen 2-hydroxypropane-1,2,3-tricarboxylate",245-449-5,23142-01-0,Acute Tox. 4;Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;Acute Tox. 4;STOT SE 3,Notified C&L,76,H315:39;H332:38;H319:39;H302:40;H312:38;H335:39;Not classified:36
50458,methyl isocyanate,210-866-3,624-83-9,Flam. Liq. 2;Acute Tox. 3;Acute Tox. 3;Skin Irrit. 2;Eye Dam. 1;Skin Sens. 1;Acute Tox. 2;STOT SE 3;Resp. Sens. 1;Repr. 2,Harmonised C&L,0,H315:0;H225:0;H330:0;H361:0;H318:0;H317:0;H334:0;H311:0;H335:0;H301:0
50459,1-methylfluorene,217-048-5,1730-37-6,Not Classified,Notified C&L,4,Not classified:3;H315:1;H319:1;H302:1;H335:1
50461,2-propylvaleryl chloride,220-914-5,2936-08-5,,Notified C&L,5,H314:5;H290:1;H318:1
50463,"2,2'-dithiodipyridine",218-343-1,2127-03-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,65,H315:64;H319:64;H335:63;H302:3;Not classified:1
50469,"Amines, N-C8-22-alkyltrimethylenedi-, reaction products with sodium chloroacetate, sodium salts",307-456-2,97659-51-3,Skin Irrit. 2,Notified C&L,49,H315:47;H411:1;H319:2;H400:1
50470,"Protein hydrolyzates, animal",309-203-1,100085-61-8,Not Classified,REACH registration C&L,96,Not classified:96
50476,"Reaction Mass of 5-ethylbicyclo[2.2.1]hept-2-yl methyl ether and 6-ethylbicyclo[2.2.1]hept-2-yl methyl ether and 1-ethyl-3-methoxytricyclo[2.2.1.02,6]heptane",403-610-9,122795-41-9,Aquatic Chronic 2,Notified C&L,37,H411:37
50477,Difluoroacetic acid,206-839-0,381-73-7,Skin Corr. 1B;Eye Dam. 1,REACH registration C&L,49,H318:2;H314:49;H319:2;H335:2;H332:1;H290:1
50478,(diethoxyphosphoryl)acetic acid,608-560-3,3095-95-2,Eye Dam. 1,REACH registration C&L,44,H318:2;H302:41;H315:1;H332:1;H319:1;H335:1;H314:1
50483,carvone (ISO);2-methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-one,202-759-5,99-49-0,Skin Sens. 1,Harmonised C&L,0,H317:0
50489,"Disodium [5-chloro-3-[[4,5-dihydro-3-methyl-5-oxo-1-(3-sulphophenyl)-1H-pyrazol-4-yl]azo]-2-hydroxybenzene-1-sulphonato(4-)]hydroxychromate(2-)",229-054-5,6408-31-7,Not Classified,REACH registration C&L,2063,Not classified:2055;H411:4;H319:3;H315:2;H335:1
50490,"N-(9,10-dihydro-9,10-dioxoanthracen-1-yl)-7-oxo-7H-benzo[e]perimidine-4-carboxamide",224-151-9,4216-01-7,Not Classified,Notified C&L,5,Not classified:5
50492,"Keratins, hydrolyzates",274-001-1,69430-36-0,Not Classified,Notified C&L,60,Not classified:60
50494,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl methacrylate",217-877-2,1996-88-9,Skin Corr. 1B;Skin Sens. 1;Eye Dam. 1;Resp. Sens. 1,Notified C&L,41,H318:39;H317:40;H314:40;H334:40;H315:1;H319:1
50498,Propionamidine hydrochloride,222-753-6,3599-89-1,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,3,H315:3;H319:3;H335:2
50499,Caesium,231-155-4,7440-46-2,Water-react. 1;Skin Corr. 1B,Notified C&L,51,H260:50;H314:50;H228:4;H318:7;Not classified:1;H361:1
50505,"Peptones, horse",308-510-8,98072-56-1,Not Classified,Notified C&L,3,Not classified:3
50507,"Copper(2+), [N-(2-aminoethyl)-N'-[2-[(2-aminoethyl)amino]ethyl]-1,2-ethanediamine-N,N',N'',N''',N'''']-",610-291-1,46240-82-8,Not Classified,Notified C&L,1,Not classified:1
50515,"2,4,6-trimethylbenzoyl chloride",213-339-6,938-18-1,Skin Corr. 1B;Eye Dam. 1;Aquatic Chronic 3,REACH registration C&L,134,H412:88;H318:89;H413:4;H314:134;H290:1
50517,"reaction mass of: 7,9,9-trimethyl-3,14-dioxa-4,13-dioxo-5,12-diazahexadecane-1,16-diyl-prop-2-enoate;7,7,9-trimethyl-3,14-dioxa-4,13-dioxo-5,12-diazahexadecan-1,16-diyl-prop-2-enoate",412-260-6,52658-19-2,Eye Irrit. 2;Skin Sens. 1;Aquatic Chronic 2,Harmonised C&L,0,H411:0;H319:0;H317:0
50518,"Manganese, 4-[(4-chloro-5-methyl-2-sulfophenyl)azo]-3-hydroxy-2-naphthalenecarboxylic acid complex",235-471-3,12238-31-2,Not Classified,REACH registration C&L,168,Not classified:168
50519,"Amides, from C16-22-fatty acids and tetraethylenepentamine",285-081-2,85029-56-7,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1
50520,(+)-2-amino-1-butanol,227-475-9,5856-62-2,Skin Corr. 1B,REACH registration C&L,57,H314:57;H302:53;H400:1;H318:2;H335:1
50523,5-nitrothiophene-2-carbaldehyde,224-850-9,4521-33-9,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,39,H315:39;H319:39;H335:39
50524,(3RS)-N-methyl-3-phenyl-3-[4-(trifluoromethyl)-phenoxy] propan-1-amine HCl,611-817-2,59333-67-4,Acute Tox. 4;Skin Irrit. 2;Eye Dam. 1;Aquatic Acute 1,Notified C&L,101,H315:93;H302:99;H400:59;H318:97;H301:2;H331:1;H410:2
50529,Calcium tartrate,221-621-5,3164-34-9,Not Classified,REACH registration C&L,49,Not classified:49
50530,"2-[p-[(2,6-dichloro-4-nitrophenyl)azo]-N-ethylanilino]ethanol",229-694-5,6657-40-5,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2;STOT SE 3;Aquatic Chronic 4,Notified C&L,38,H315:38;H319:38;H413:38;H302:38;H335:38
50532,"N,N-bis(2-hydroxyethyl)oleamide",202-281-7,93-83-4,Skin Irrit. 2;Eye Dam. 1,REACH registration C&L,841,H315:317;H318:104;Not classified:520;H319:175;H411:202;H400:42;H410:4;H373:1;H302:1;H312:1;H335:1
50534,"Phenol, isobutylenated methylstyrenated",270-604-9,68457-74-9,Not Classified,Notified C&L,22,Not classified:22
50536,"2-(β-D-ribofuranosyl)-1,2,4-triazine-3,5-diol",200-199-6,54-25-1,Acute Tox. 4;Acute Tox. 4;Acute Tox. 4;Carc. 2,Notified C&L,38,H332:38;H302:38;H312:38;H351:38
50538,3'-methylbenzanilide,209-490-2,582-77-4,Acute Tox. 4,Notified C&L,38,H302:38
50539,1-(chloromethyl)-4-vinylbenzene,216-471-2,1592-20-7,Acute Tox. 4;Acute Tox. 3;Skin Corr. 1B;Skin Sens. 1,Notified C&L,53,H302:53;H317:53;H314:53;H311:39;H312:14;H318:3;H332:1;H290:1
