cl_id,name,EC_No,CAS_No,cl_classification,sourse,num_of_notifiers,ghs_and_notifiers
140222,chloromethylbenzene,905-236-6,,Acute Tox. 4;Aquatic Chronic 2,REACH registration C&L,2,H332:2;H411:2;H361:1;H317:1;H226:1
140225,"Reaction mass of 1,1'-(dodecylimino)dipropan-2-ol and 1,1'-(hexadecylimino)dipropan-2-ol and 1,1'-(octadecylimino)dipropan-2-ol and 1,1'-(tetradecylimino)dipropan-2-ol",911-173-5,,Skin Corr. 1B;Aquatic Chronic 2,Notified C&L,1,H314:1;H411:1
140246,"Reaction mass of tris(2-chloropropyl) phosphate and tris(2-chloro-1-methylethyl) phosphate and Phosphoric acid, bis(2-chloro-1-methylethyl) 2-chloropropyl ester and Phosphoric acid, 2-chloro-1-methylethyl bis(2-chloropropyl) ester",911-815-4,,Acute Tox. 4,REACH registration C&L,34,H302:34
140273,Reaction mass of 2-methylbutan-1-ol and pentan-1-ol,903-139-3,,Flam. Liq. 3;Skin Irrit. 2;Eye Dam. 1;Acute Tox. 4;STOT SE 3,REACH registration C&L,86,H315:86;H335:86;H332:86;H318:86;H226:86
140292,"Reaction mass of [2,2,4-trimethyl-1-(2-methylpropanoyloxy)pentan-3-yl] benzoate and [2,2,4-trimethyl-3-(2-methylpropanoyloxy)pentyl] 2-methylpropanoate and (3-benzoyloxy-2,2,4-trimethylpentyl) benzoate",911-926-8,,Repr. 2;Aquatic Chronic 3,REACH registration C&L,12,H361:1;H412:12;H315:11;H317:11
140374,"reaction mass of 4-methyl-2-phenyl-3,6-dihydro-2H-pyran and 4-methyl-6-phenyl-3,6-dihydro-2H-pyran and 4-methylene-2-phenyltetrahydro-2H-pyran",915-782-7,,Skin Irrit. 2;Aquatic Chronic 3,REACH registration C&L,2,H315:2;H412:2
140396,Reaction mass of palmitic acid and stearic acid,901-122-5,,Not Classified,Notified C&L,2,Not classified:2
140420,Reaction mass of calcium hydrogen phosphonate and dialuminium tricalcium hexaoxide,915-069-0,,Eye Irrit. 2,Notified C&L,2,H319:2
140436,"Reaction mass of 4,4,13,13-tetraethoxy-3,14-dioxa-8,9-dithia-4,13-disilahexadecane and 4,4,14,14-tetraethoxy-3,15-dioxa-8,9,10-trithia-4,14-disilaheptadecane and 4,4,15,15-tetraethoxy-3,16-dioxa-8,9,10,11-tetrathia-4,15-disilaoctadecane",915-673-4,,Not Classified,REACH registration C&L,41,Not classified:41
140443,"Reaction mass of 1,3-Cyclohexanedimethanamine and cyclohex-1,4-ylenebis(methylamine)",911-380-0,,Acute Tox. 4;Acute Tox. 4;Skin Corr. 1C,Notified C&L,55,H312:55;H314:55;H302:55
140455,Reaction mass of 2-phenylpropene and acetophenone and cumene,905-423-2,,Flam. Liq. 3;Acute Tox. 4;Asp. Tox. 1;Acute Tox. 3;Eye Irrit. 2;Acute Tox. 4;STOT SE 3;Aquatic Chronic 2,Notified C&L,1,H319:1;H302:1;H411:1;H304:1;Not classified:1;H332:1;H335:1;H226:1;H311:1
140461,"Reaction mass of 2-{[2-(2-hydroxyethoxy)ethyl](4-methylphenyl)amino}ethanol and 2,2'-[(4-methylphenyl)imino]diethanol",911-490-9,,Acute Tox. 4;Skin Irrit. 2;Skin Sens. 1;Eye Dam. 1;Aquatic Chronic 3,REACH registration C&L,88,H302:88;H317:88;H315:88;H318:88;H412:88
140474,"Reaction mass of tetrasodium 3-[[4-[[4-[(6-amino-1-hydroxy-3-sulphonato-2-naphthyl)azo]-6-sulphonato-1-naphthyl]azo]-1-naphthyl]azo]naphthalene-1,5-disulphonate and tetrasodium 3-[[4-[[4-[(6-amino-1-hydroxy-3-sulphonato-2-naphthyl)azo]-7-sulphonato-1-naphthyl]azo]-1-naphthyl]azo]naphthalene-1,5-disulphonate",911-640-3,,Not Classified,REACH registration C&L,91,Not classified:91
140491,Reaction mass of petalite and Limestone and cristobalite and Kaolin,909-177-7,,Acute Tox. 4;Skin Sens. 1;Acute Tox. 4,Notified C&L,1,H317:1;H332:1;H302:1
140495,4-hydroxybutan-2-one + 3-(hydroxymethyl)but-3-en-2-one,908-868-0,,Flam. Liq. 3;Acute Tox. 4;Skin Irrit. 2;Skin Sens. 1;Eye Irrit. 2;Acute Tox. 2;STOT SE 3;Carc. 2;Aquatic Chronic 3,REACH registration C&L,1,H319:1;H351:1;H302:1;H317:1;H315:1;H335:1;H412:1;H226:1;H330:1
140501,"Reaction mass of 1,3-bis(hydroxymethyl)cyclohexane and cyclohex-1,4-ylenedimethanol",906-044-5,,Not Classified,Notified C&L,55,Not classified:55
140505,"Reaction mass of citric acid and ammonia, aqueous solution and ruthenium trichloride",904-085-3,,Skin Irrit. 2;Eye Irrit. 2;STOT SE 3,Notified C&L,1,H315:1;H319:1;H335:1
140511,"Reaction mass of Tallow, lithium salt and lithium 12-hydroxystearate",913-456-9,,Not Classified,Notified C&L,3,Not classified:3
140517,"Reaction mass of 1,2,3-propanetriyl tris(mercaptoacetate) and 2-hydroxy-1,3-propanediyl bis(mercaptoacetate) and mercaptoacetic acid, monoester with propane-1,2,3-triol",915-260-9,,Acute Tox. 3;Skin Sens. 1;Aquatic Chronic 3,Notified C&L,2,H317:2;H301:2;H412:2;H332:1
140554,Reaction mass of lauric acid and myristic acid,934-901-3,,Eye Irrit. 2,Notified C&L,1,H319:1
140571,"Reaction mass of Boric acid (H3BO3), reaction products with diethanolamine and 2,2'-iminodiethanol and sebacicacid, compound with 2,2',2''-nitrilotriethanol (1:1) and 2,2',2''-nitrilotriethanol",905-902-6,,Acute Tox. 4;Skin Irrit. 2;Eye Dam. 1;STOT RE 2,Notified C&L,1,H315:1;H318:1;H373:1;H302:1
140583,"Reaction mass of N,N-bis(2-ethylhexyl)-4-methyl-1H-benzotriazole-1-methylamine and N,N-bis(2-ethylhexyl)-5-methyl-1H-benzotriazole-1-methylamine",916-907-8,,Not Classified,Notified C&L,2,Not classified:1;H317:1;H412:1;H318:1;H302:1
140600,"Reaction mass of Fatty acids, tallow, sodium salts and calcium dioleate",907-941-4,,Not Classified,Notified C&L,1,Not classified:1
140652,Prozesswasser zum T.97,903-068-8,,Flam. Liq. 2;Acute Tox. 4;Eye Irrit. 2;STOT SE 3;STOT SE 3,Notified C&L,1,H319:1;H302:1;H225:1;H312:1;H335:1;H336:1
140653,Reaction mass of sodium octadecyl sulphate and sodium hexadecyl sulphate,909-127-4,,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1
140661,"1-(2-chloro-1,2-diphenylethenyl)-4-(2-chloroethoxy)benzene",931-055-7,,Not Classified,Notified C&L,1,Not classified:1
140680,Reaction mass of propan-2-ol and water,902-838-0,,Flam. Liq. 2;Acute Tox. 4;Eye Irrit. 2;Acute Tox. 4;Repr. 2;STOT SE 1,Notified C&L,2,H319:2;H302:1;H225:2;H361:1;H332:1;H370:1;H336:1
140688,Reaction mass of calcium di(acetate) and calcium phosphate and calcium(2+) 12-hydroxyoctadecanoate,901-909-3,,Not Classified,Notified C&L,1,Not classified:1
140715,Reaction mass of iron and phosphorus,912-678-3,,Not Classified,Notified C&L,1,Not classified:1
140764,"Reaction mass of Fatty acids, montan-wax and Fatty acids, montan-wax, 1-methyl-1,3-propanediyl esters and Fatty acids, montan-wax, calcium salts and Montan wax",914-460-3,,Not Classified,REACH registration C&L,36,Not classified:36
140767,Reaction mass of sodium bis[1-[(2-hydroxy-5-nitrophenyl)azo]-2-naphtholato(2-)]chromate(1-) and sodium bis[1-[[2-hydroxy-3-nitro-5-tert-pentylphenyl]azo]-2-naphtholato(2-)]chromate(1-) and sodium [1-[(2-hydroxy-4-nitrophenyl)azo]-2-naphtholato(2-)][1-[(2-hydroxy-5-nitrophenyl)azo]-2-naphtholato(2-)]chromate(1-) and sodium bis[1-[(2-hydroxy-4-nitrophenyl)azo]-2-naphtholato(2-)]chromate(1-),915-753-9,61901-87-9,Aquatic Chronic 2,Notified C&L,1,H411:1
140771,"Reaction mass of (4R)-isopropenyl-1-methylcyclohexene and (4S)-isopropenyl-1-methylcyclohexene and 1-isopropyl-4-methylcyclohexa-1,3-diene and 1-isopropyl-4-methylcyclohexa-1,4-diene and 4-isopropylidene-1-methylcyclohexene",905-474-0,,Flam. Liq. 3;Acute Tox. 5;Asp. Tox. 1;Skin Irrit. 2;Skin Sens. 1;Aquatic Acute 2;Aquatic Chronic 2,REACH registration C&L,2,H303:2;H401:2;H317:2;H411:2;H304:2;H315:2;H226:2
140785,"Reaction mass of 2,2'-oxybisbutane and Hydrocarbons, C4 and butan-2-ol",904-308-4,,Flam. Liq. 2;Asp. Tox. 1;Skin Irrit. 2;Eye Dam. 1;STOT SE 3;Aquatic Chronic 3,Notified C&L,1,H319:1;H225:1;H412:1;H304:1;H315:1;H336:1;H318:1
140798,"Reaction mass of Benzoic acid, 2-hydroxy-, mono-C>13-alkyl derivs., calcium salts (2:1) and Phenol, dodecyl-, sulfurized, calcium salts and benzene and butene and calcium carbonate and calcium dihydroxide and sulphur trioxide",903-162-9,,Repr. 1B;Aquatic Chronic 4,REACH registration C&L,28,H360:1;H413:28
140800,Reaction mass of dioctyl hydrogen phosphate and octyl dihydrogen phosphate,911-501-7,,Skin Corr. 1;Eye Dam. 1,REACH registration C&L,4,H318:4;H314:4;H290:1
140802,Reaction mass of methane and carbon dioxide and carbon monoxide and hydrogen and nitrogen and oxygen,903-222-4,,Flam. Gas 1;Acute Tox. 3;Repr. 1A;STOT RE 1,Notified C&L,1,H372:1;H360:1;H220:1;H331:1
140808,Reaction mass of 1-hydroxydecan-3-one and 3-(hydroxymethyl)nonan-2-one and nonan-2-one,909-017-6,,Skin Corr. 1B;Skin Sens. 1;Eye Irrit. 2,REACH registration C&L,1,H317:1;H319:1;H314:1
140809,"Reaction mass of Naphthenic acids, bismuth salts and Paraffin oils",914-612-9,,Not Classified,Notified C&L,1,Not classified:1
140819,"reaction and salt formation product of benzene-1,2-dicarboxylic acid and chlorine",923-003-7,,Not Classified,REACH registration C&L,2,Not classified:2
140820,Reaction mass of dodecan-1-ol and tetradecanol,907-247-1,,Eye Irrit. 2;Aquatic Chronic 1,Notified C&L,1,H410:1;H319:1
140841,Reaction mass of zinc oxide and zinc peroxide,910-427-2,,Ox. Sol. 2;Aquatic Acute 1;Aquatic Chronic 1,REACH registration C&L,8,H410:8;H272:8;H400:8
140842,"Reaction mass of ammonia, aqueous solution and copper dichloride and copper sulphate",910-937-5,,Not Classified,Notified C&L,1,Not classified:1
140855,Reaction mass of sodium 3-[[4-[(4-ethoxy-m-tolyl)azo]-1-naphthyl]azo]benzenesulphonate and sodium 3-[[4-[(4-ethoxyphenyl)azo]-1-naphthyl]azo]benzenesulphonate,916-540-3,,Aquatic Chronic 3,REACH registration C&L,39,H412:39
140863,Reaction mass of octadecyl heptanoate and octadecyl octanoate,915-334-0,,Not Classified,REACH registration C&L,5,Not classified:5
140904,"Reaction mass of 4,4'-methylenediphenyl diisocyanate and o-(p-isocyanatobenzyl)phenyl isocyanate / methylene diphenyl diisocyanate",905-806-4,,Skin Irrit. 2;Skin Sens. 1;Eye Irrit. 2;Acute Tox. 4;Resp. Sens. 1;STOT SE 3;Carc. 2;STOT RE 2,REACH registration C&L,176,H319:176;H373:176;H351:176;H317:176;H315:176;H332:176;H334:176;H335:176
140917,Reaction mass of diethyl adipate and diethyl glutarate and diethyl succinate,907-489-8,,Not Classified,REACH registration C&L,1,Not classified:1
140923,Reaction mass of hydrogen chloride and chromium trichloride,913-580-3,,Acute Tox. 4;Skin Irrit. 2;Eye Irrit. 2,Notified C&L,1,H315:1;H319:1;H302:1
140938,Reaction mass of caryophyllene and humulene,904-921-7,,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,2,H315:2;H319:2
140946,"Reaction mass of 2,2'-(ethylenedioxy)diethanol and 3,6,9,12,15-pentaoxaheptadecane-1,17-diol and 3,6,9,12-tetraoxatetradecane-1,14-d",907-132-6,,Not Classified,Notified C&L,1,Not classified:1
140952,Reaction mass of butanone and ethyl acetate,904-340-9,,,Notified C&L,1,H319:1;H336:1;H226:1
140956,Reaction mass of ethanol and acetaldehyde,902-135-9,,Flam. Liq. 1;Eye Irrit. 2;STOT SE 3;Carc. 2,Notified C&L,1,H319:1;H335:1;H224:1;H351:1
140960,"Reaction mass of 2,2'-(ethylenedioxy)diethanol and 2-ethylhexanoic acid and benzoic acid and phthalic anhydride",902-515-4,,Not Classified,Notified C&L,1,Not classified:1
140963,Reaction mass of disodium sulphide and sodium carbonate and sodium hydrogensulphide,908-552-2,,Acute Tox. 4;Acute Tox. 4;Skin Corr. 1B;Eye Dam. 1;Aquatic Acute 1,REACH registration C&L,1,H400:1;H302:1;H312:1;H314:1;H318:1
140978,Reaction mass of dibutyl fumarate and dibutyl maleate,906-075-4,,Not Classified,Notified C&L,1,Not classified:1
140987,Reaction mass of N-ethyldiethanolamine and 70789-49-0,907-846-8,,Eye Irrit. 2,Notified C&L,1,H319:1
141011,C12-16-Alkyldimethylbenzylammonium hydroxide,900-103-9,,Acute Tox. 4;Skin Corr. 1B;Eye Dam. 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,1,H400:1;H302:1;H314:1;H410:1;H318:1
141019,Reaction mass of carbon and diamond,913-231-5,,Not Classified,Notified C&L,1,Not classified:1
141022,no data,908-531-8,,Met. Corr. 1;Skin Corr. 1A,REACH registration C&L,1,H314:1;H290:1
141042,Reaction mass of nickel and tungsten,912-971-6,,Not Classified,Notified C&L,1,Not classified:1
141112,"Reaction mass of [(E)-4-(2,6,6-trimethyl-1-cyclohex-2-enyl)but-3-en-2-one and 4-(2,6,6-trimethylcyclohex-1-en-1-yl)but-3-en-2-one",904-550-0,,Aquatic Chronic 2,Notified C&L,1,H411:1
141122,Reaction mass of bis(2-ethylhexanoato-O)-μ-oxodizinc and zinc bis(2-ethylhexanoate),907-793-0,,Not Classified,Notified C&L,55,Not classified:55
141127,Reaction mass of silver chloride and silver iodide and silver bromide,914-304-4,,Met. Corr. 1;Aquatic Acute 1;Aquatic Chronic 1,Notified C&L,1,H410:1;H400:1;H290:1
141128,"Reaction mass of 2-(2-aminoethylamino)ethanol and 2-ethyl-2-[[(1-oxoallyl)oxy]methyl]-1,3-propanediyl diacrylate",906-881-6,,Skin Sens. 1;Eye Irrit. 2;Aquatic Chronic 3,Notified C&L,2120,H317:2120;H319:2120;H412:2120
141135,"Reaction mass of trisodium 1-amino-4-[[3-[[4-chloro-6-[(3-sulphonatophenyl)amino]-1,3,5-triazin-2-yl]amino]-2,4,6-trimethyl-5-sulphonatophenyl]amino]-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate and trisodium 1-amino-4-[[3-[[4-chloro-6-[(4-sulphonatophenyl)amino]-1,3,5-triazin-2-yl]amino]-2,4,6-trimethyl-5-sulphonatophenyl]amino]-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate",916-886-5,,Not Classified,Notified C&L,55,Not classified:54;H317:1;H318:1
141157,Reaction mass of pentane and n-hexane,906-671-4,,Flam. Liq. 2;Asp. Tox. 1;Aquatic Chronic 2,Notified C&L,1,H225:1;H411:1;H304:1
141162,Reaction mass of aluminium oxide and titanium dioxide,911-079-4,,Not Classified,Notified C&L,1,Not classified:1
141176,Reaction mass of Rutile (TiO2) and aluminium oxide,910-721-0,,Not Classified,Notified C&L,1,Not classified:1
141178,Reaction mass of propan-2-ol and Rosin,902-842-2,,Flam. Liq. 2;Skin Sens. 1,Notified C&L,1,H225:1;H317:1
141203,Reaction mass of potassium cumenesulphonate and sodium cumenesulphonate,915-565-7,,Skin Irrit. 2;Eye Irrit. 2,Notified C&L,8,H315:8;H319:8
141205,Reaction mass of cerium and lanthanum,912-705-9,,Not Classified,Notified C&L,1,Not classified:1
141225,"Reaction mass of Fatty acids, tallow, calcium salts and calcium(2+) 12-hydroxyoctadecanoate",911-524-2,,Not Classified,Notified C&L,1,Not classified:1
141248,Reaction mass of calcium dioleate and calcium distearate,907-940-9,,Not Classified,Notified C&L,1,Not classified:1
141249,Reaction mass of cobalt oxide and zinc oxide,909-748-0,,Acute Tox. 4;Acute Tox. 4;STOT SE 2,Notified C&L,1,H370:1;H372:1;H332:1;H302:1
141271,Diisopropylbiphenyl and triisopropylbiphenyl,915-589-8,,Asp. Tox. 1;Skin Irrit. 2;Repr. 2;STOT RE 2;Aquatic Chronic 4,REACH registration C&L,3,H373:2;H361:2;H304:3;H315:2;H413:3
141272,Reaction mass of indium and tin,913-137-4,,Not Classified,Notified C&L,1,Not classified:1
141282,Reaction mass of 142-90-5 and 2549-53-3,907-963-4,,Not Classified,Notified C&L,56,Not classified:55;H319:1;H400:1;H315:1;H410:1;H335:1
141292,"Reaction mass of sodium [2,4-dihydro-4-[(2-hydroxy-5-nitrophenyl)azo]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)][1-[(2-hydroxy-5-nitrophenyl)azo]-2-naphtholato(2-)]chromate(1-) and sodium bis[1-[(2-hydroxy-5-nitrophenyl)azo]-2-naphtholato(2-)]chromate(1-) and sodium bis[2,4-dihydro-4-[(2-hydroxy-5-nitrophenyl)azo]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)]chromate(1-)",915-758-6,,Acute Tox. 4,REACH registration C&L,85,H302:85
141301,Reaction mass of bismuth tribromide and melamine,906-568-4,,Skin Corr. 1B,Notified C&L,1,H314:1
141309,"Reaction mass of 1,3-diisopropylbenzene and 1,4-diisopropylbenzene",905-459-9,,Asp. Tox. 1,REACH registration C&L,4,H304:3;H315:1;H319:1;H335:1;H411:1
141329,Reaction mass of iron and titanium,912-641-1,,Not Classified,Notified C&L,1,Not classified:1
141335,"Reaction mass of diethyl hydrogen 2-hydroxypropane-1,2,3-tricarboxylate and ethyl dihydrogen 2-hydroxypropane-1,2,3-tricarboxylate and triethyl citrate",904-139-6,,Not Classified,REACH registration C&L,2,Not classified:2
141341,"Reaction mass of ammonium;potassium;sodium;2-[2-[bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetate;magnesium, ammonium;potassium;sodium;2-[bis[2-[bis(carboxymethyl)amino]ethyl]amino]acetate;magnesium and ammonium;potassium;sodium;2-[2-[bis(carboxymethyl)amino]ethyl-(2-hydroxyethyl)amino]acetate;magnesium",902-533-2,,Not Classified,REACH registration C&L,2,Not classified:2
141357,Reaction mass of methyl acetate and methanol,902-591-9,,Flam. Liq. 2;Acute Tox. 3;Acute Tox. 3;Eye Irrit. 2;Acute Tox. 3;STOT SE 1,Notified C&L,1,H319:1;H301:1;H331:1;H225:1;H370:1;H311:1
141369,Reaction mass of water and pyrithione zinc,913-992-3,,,Notified C&L,4,H318:3;H400:4;H302:4;H319:1;H331:1;H311:1
141401,Reaction mass of bromoethylmagnesium and tetrahydrofuran,906-699-7,,,Notified C&L,1,H225:1;H260:1;H314:1;H315:1;H261:1
141414,Reaction mass of scandium oxide and silicon dioxide and yttrium oxide,910-564-8,,Not Classified,Notified C&L,1,Not classified:1
141427,Gel de Sílice 3-6 mm *con indicador (con cobalto cloruro),913-468-4,,Acute Tox. 4;Carc. 1B;Aquatic Chronic 3,Notified C&L,1,H412:1;H350:1;H302:1
141438,"Reaction mass of l-Glutamic acid, N-coco acyl derivs., disodium salts and l-Glutamic acid, N-coco acyl derivs., monosodium salts",916-533-5,,Not Classified,Notified C&L,2,Not classified:2
141465,"Reaction mass of 1,1,1-trifluoroethane and pentafluoroethane",908-200-8,,Press. Gas (Comp.),Notified C&L,4,H280:3;Not classified:1
141477,Reaction Mass of Di(n-hexyl) phosphoric acid and n-Hexyl phosphoric acid,911-608-9,,Met. Corr. 1;Skin Corr. 1B,Notified C&L,1,H314:1;H290:1
141481,Reaction mass of barium oxide and magnesium oxide and silicon dioxide,909-413-9,,Acute Tox. 4,Notified C&L,1,H302:1
